fiscalDateEnding,reportedEPS
1996-04-30,0.02
1997-04-30,0.04
1998-04-30,0.08
1999-04-30,0.11
2000-04-30,0.22
2001-04-30,0.32
2002-04-30,0.11
2003-04-30,0.23
2004-04-30,0.4
2005-04-30,0.62
2006-04-30,0.82
2007-04-30,0.68
2008-04-30,1.27
2009-04-30,1.09
2010-04-30,1.49
2011-04-30,2.12
2012-04-30,2.42
2013-04-30,2.29
2014-04-30,2.78
2015-04-30,2.7
2016-04-30,2.15
2017-04-30,2.74
2018-04-30,3.47
2019-04-30,4.52
2020-04-30,4.09
2021-04-30,4.05
2022-04-30,5.29
2023-04-30,5.59
2024-04-30,6.47
2025-04-30,7.27
2026-01-31,5.32
