fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2021-09-30,2021-12-16,0,0,0,None,pre-market
2021-12-31,2022-03-17,-0.0038,0,-0.0038,None,post-market
2022-03-31,2022-05-13,-0.0049,0,-0.0049,None,post-market
2022-06-30,2022-08-04,0.23,0,0.23,None,post-market
2022-09-30,2022-11-14,0.02,0.48,-0.46,-95.8333,pre-market
2022-12-31,2023-03-22,0.04,0.23,-0.19,-82.6087,post-market
2023-03-31,2023-05-15,-0.11,-0.04,-0.07,-175,post-market
2023-06-30,2023-08-14,-0.27,0.32,-0.59,-184.375,post-market
2023-09-30,2023-11-13,0.08,0.1,-0.02,-20,post-market
2023-12-31,2024-03-04,-0.12,0.02,-0.14,-700,post-market
2024-03-31,2024-05-13,-0.01,-0.14,0.13,92.8571,post-market
2024-06-30,2024-08-13,-0.96,0.06,-1.02,-1700,pre-market
2024-09-30,2024-11-13,-1.14,-0.0567,-1.0833,-1910.582,pre-market
2024-12-31,2025-03-04,-0.09,0.12,-0.21,-175,pre-market
2025-03-31,2025-05-13,-0.08,-0.08,0,0,pre-market
2025-06-30,2025-08-12,-0.19,0.2,-0.39,-195,pre-market
2025-09-30,2025-11-12,-1.39,0.29,-1.68,-579.3103,pre-market
2025-12-31,2026-03-27,-1.4934,-0.18,-1.3134,-729.6667,pre-market
