fiscalDateEnding,reportedEPS
1996-06-30,0.28
1997-06-30,0.11
2000-06-30,1.3839
2001-06-30,0.83
2002-06-30,0.8368
2003-06-30,1.6126
2004-06-30,2.34
2005-06-30,1.35
2006-06-30,-1.4
2007-06-30,-1.2887
2008-06-30,-0.5768
2009-06-30,0.6505
2010-06-30,1.3451
2011-06-30,0.2588
2012-06-30,1.5862
2013-06-30,1.9874
2014-06-30,2.3628
2015-06-30,2.61
2016-06-30,2.69
2017-06-30,3.16
2018-06-30,2.83
2019-06-30,3.43
2020-06-30,4.7
2021-06-30,5.17
2022-06-30,5.17
2023-06-30,4.83
2024-06-30,4.0471
2025-06-30,5.0235
2026-03-31,4.5496
