fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,None,12127000,3757000,3757000,None,24799000,13601000,None,None,None,None,485000,None,None,None,None,None,None,None,None,None,None,None,None
2007-03-31,USD,3353000,4704000,1351000,1351000,-5446000,4036000,4763000,8799000,None,None,None,32000,None,None,None,566000,-5046000,50000,None,None,None,-5014000,-4448000,-5096000
2007-12-31,USD,None,25333000,16872000,16872000,None,43920000,25433000,None,None,None,None,829000,None,None,None,None,None,None,None,None,None,None,None,None
2008-03-31,USD,5487000,8374000,2887000,2887000,-13106000,8738000,9855000,18593000,None,None,None,1466000,None,None,None,1044000,-13811000,98000,None,None,None,-12345000,-11301000,-13909000
2008-12-31,USD,13332000,18598000,5266000,5266000,-6381000,0,12304000,19713000,None,None,None,-152000,None,None,None,1214000,-6126000,201000,None,0,None,-6278000,-5064000,-6327000
2009-03-31,USD,15554000,19410000,3856000,3856000,-5643000,6063000,15134000,21197000,None,None,None,427000,None,None,None,1345000,-6039000,54000,None,0,None,-5612000,-4267000,-6093000
2009-06-30,USD,15786000,19198000,3412000,3412000,-2504000,6178000,12112000,18290000,None,None,None,358000,None,None,None,1463000,-2817000,41000,None,0,None,-2459000,-996000,-2858000
2009-09-30,USD,15444000,20062000,4618000,4618000,-5494000,8699000,12239000,20938000,None,None,None,744000,None,None,None,1623000,-6174000,-16000,None,0,None,-5430000,-3807000,-6158000
2009-12-31,USD,19446000,24238000,4792000,4792000,-4725000,0,15239000,24171000,None,None,None,507000,None,None,None,1698000,-5193000,-13000,None,0,None,-4686000,-2988000,-5180000
2010-03-31,USD,20482000,25700000,5218000,5218000,-1100000,8600000,12982000,21582000,None,None,None,358000,None,None,None,1838000,-1430000,-61000,None,0,None,-1072000,766000,-1369000
2010-06-30,USD,18405000,24480000,6075000,6075000,-3251000,8652000,13004000,21656000,None,None,None,654000,None,None,None,1902000,-3859000,87000,None,0,None,-3205000,-1303000,-3946000
2010-09-30,USD,18550000,27113000,8563000,8563000,-2460000,7940000,13070000,21010000,None,None,None,35000,None,None,None,1960000,-2434000,298000,None,0,None,-2399000,-439000,-2732000
2010-12-31,USD,21685000,29811000,8126000,8126000,-313000,8649000,13349000,21998000,None,None,None,152000,None,None,None,2609000,-434000,60000,None,0,None,-282000,2327000,-494000
2011-03-31,USD,19384000,31034000,11650000,11650000,-3379000,9013000,13750000,22763000,None,None,None,17000,None,None,None,2836000,-3313000,158000,None,0,None,-3313000,-477000,-3471000
2011-06-30,USD,18949000,26055000,7106000,7106000,-5292000,9276000,14965000,24241000,None,None,None,87000,None,71000,None,2782000,-5205000,-165000,None,-5040000,None,-5205000,-2423000,-5040000
2011-09-30,USD,23324000,33282000,9958000,9958000,-2333000,8871000,16786000,25657000,None,None,None,411000,None,76000,None,2847000,-2668000,74000,None,-2742000,None,-2333000,514000,-2742000
2011-12-31,USD,20425000,33493000,13068000,13068000,-4904000,9782000,15547000,25329000,None,None,None,297000,None,None,None,3006000,-5123000,173000,None,0,None,-4826000,-1820000,-5296000
2012-03-31,USD,18494000,31136000,12642000,12642000,-7250000,9395000,16349000,25744000,None,None,None,118000,None,75000,None,3119000,-7293000,197000,None,-7490000,None,-7250000,-4131000,-7490000
2012-06-30,USD,17080000,22909000,5829000,5829000,-5359000,6789000,15650000,22439000,None,None,None,157000,None,74000,None,3231000,-5442000,77000,None,-5519000,None,-5359000,-2128000,-5519000
2012-09-30,USD,19944000,26341000,6397000,6397000,-2156000,7909000,14191000,22100000,None,None,None,61000,None,61000,None,3137000,-2140000,169000,None,-2309000,None,-2156000,981000,-2309000
2012-12-31,USD,2133000,7912000,5779000,5779000,-15748000,7286000,10595000,-38904000,None,None,None,0,None,42000,None,2930000,-15712000,-173000,None,-15539000,None,-15748000,-12818000,-15539000
2013-03-31,USD,5816000,11481000,5665000,5665000,-9630000,6935000,7322000,15446000,None,None,None,64000,None,27000,None,2642000,-9688000,-65000,None,-9623000,None,-9630000,-6988000,-9623000
2013-06-30,USD,3343000,6974000,3631000,3631000,-12450000,7169000,8624000,15793000,None,None,None,16000,None,16000,None,2586000,-12617000,-12000,None,-12605000,None,-12450000,-9864000,-12605000
2013-09-30,USD,3449000,3943000,494000,494000,-9214000,5832000,6831000,12663000,None,None,None,9000,None,9000,None,2610000,-9227000,35000,None,-9262000,None,-9214000,-6604000,-9262000
2013-12-31,USD,4761000,9525000,4764000,4764000,-9851000,5283000,8829000,14612000,None,None,None,15000,None,8000,None,2480000,-9858000,-45000,None,-9813000,None,-7486000,-5006000,-9813000
2014-03-31,USD,4550000,7074000,2524000,2524000,-6396000,6112000,4834000,10946000,None,None,None,9000,None,9000,None,1860000,-6505000,-130000,None,-6375000,None,-6396000,-4536000,-6375000
2014-06-30,USD,4447000,6570000,2123000,2123000,-8911000,5625000,7733000,13358000,None,None,None,3000,None,3000,None,1905000,-8916000,-437000,None,-8479000,None,-8911000,-7006000,-8479000
2014-09-30,USD,5940000,7472000,1532000,1532000,-4255000,5157000,5038000,10195000,None,None,None,3000,None,3000,None,1445000,-4309000,253000,None,-4562000,None,-4155000,-2710000,-4562000
2014-12-31,USD,10644000,14191000,3547000,3547000,450000,4847000,5047000,10194000,None,None,None,3000,None,3000,None,1475000,403000,58000,None,345000,None,451000,1926000,345000
2015-03-31,USD,5342000,6798000,1456000,1456000,-5529000,5578000,5293000,10871000,None,None,None,4000,None,4000,None,1402000,-5550000,12000,None,-5562000,None,-5529000,-4127000,-5562000
2015-06-30,USD,4768000,6018000,1250000,1250000,-5698000,5296000,5170000,10466000,None,None,None,4000,None,4000,None,1365000,-5790000,-430000,None,-5360000,None,-5698000,-4333000,-5360000
2015-09-30,USD,16099000,17401000,1302000,1302000,5690000,5415000,4994000,10409000,None,None,None,4000,None,4000,None,1333000,5668000,274000,None,5394000,None,5690000,7023000,5394000
2015-12-31,USD,9009000,11587000,2578000,2578000,-2233000,5726000,5216000,11242000,None,None,None,7000,None,7000,None,1309000,-2247000,-194000,None,-2053000,None,-2233000,-924000,-2053000
2016-03-31,USD,5507000,7996000,2489000,2489000,-6981000,6802000,5686000,12488000,None,None,None,15000,None,18000,None,1309000,-6963000,11000,None,-6974000,None,-6981000,-5672000,-6974000
2016-06-30,USD,13781000,16002000,2221000,2221000,2249000,6420000,5112000,11532000,None,None,None,13000,None,-36000,None,1302000,2213000,-26000,None,2239000,None,2249000,3551000,2239000
2016-09-30,USD,12114000,14870000,2756000,2756000,1418000,5229000,5467000,10696000,None,None,None,12000,None,19000,None,1285000,1437000,-12000,None,1437000,None,1418000,2703000,1437000
2016-12-31,USD,7682000,9969000,2287000,2287000,-5250000,6468000,5964000,12932000,None,None,None,20000,None,59000,None,650000,-5285000,-25000,None,-5260000,None,-5250000,-4600000,-5260000
2017-03-31,USD,4969000,7971000,3002000,3002000,-7476000,6506000,5839000,12445000,None,None,None,18000,None,40000,None,326000,-7436000,24000,None,-7460000,None,-7476000,-7150000,-7460000
2017-06-30,USD,6557000,10347000,3790000,3790000,-6337000,6446000,6348000,12894000,None,None,None,49000,None,15000,None,228000,-6322000,-42000,None,-6280000,None,-6337000,-6109000,-6280000
2017-09-30,USD,6008000,9984000,3976000,3976000,-10036000,7689000,8055000,16044000,None,None,None,28000,None,-40000,None,241000,-10076000,150000,None,-10226000,None,-10036000,-9795000,-10226000
2017-12-31,USD,18163000,21722000,3559000,3559000,879000,7667000,9417000,17284000,None,None,None,51000,None,132000,None,247000,919000,-51000,None,970000,None,880000,1127000,970000
2018-03-31,USD,10217000,14042000,3825000,3825000,-4707000,7746000,7178000,14924000,None,None,None,71000,None,11000,None,238000,-4696000,-2000,None,-4694000,None,-4707000,-4469000,-4694000
2018-06-30,USD,10927000,13538000,2611000,2611000,-3838000,7395000,7370000,14765000,None,None,None,174000,None,92000,None,265000,-3746000,-11000,None,-3735000,None,-3838000,-3573000,-3735000
2018-09-30,USD,13155000,16946000,3791000,3791000,-2106000,7344000,7917000,15261000,None,None,None,199000,None,119000,None,309000,-1987000,1000,None,-1988000,None,-2106000,-1797000,-1988000
2018-12-31,USD,13675000,16068000,2393000,2393000,-644000,6306000,7513000,14319000,None,None,None,227000,None,158000,None,335000,-486000,-25000,None,-461000,None,-644000,-309000,-461000
2019-03-31,USD,11192000,15583000,4391000,4391000,-5239000,8415000,8016000,16431000,None,231000,231000,231000,None,106000,None,1078000,-5133000,3000,None,-5136000,None,-5239000,-4161000,-5136000
