fiscalDateEnding,reportedEPS
1996-10-31,0.02
1997-10-31,0.09
1998-10-31,0.11
1999-10-31,0.16
2000-10-31,0.15
2001-10-31,0.14
2002-10-31,0.1
2003-10-31,0.1
2004-10-31,0.14
2005-10-31,0.19
2006-10-31,0.25
2007-10-31,0.29
2008-10-31,0.37
2009-10-31,0.35
2010-10-31,0.43
2011-10-31,0.56
2012-10-31,0.66
2013-10-31,0.78
2014-10-31,0.91
2015-10-31,1.03
2016-10-31,1.19
2017-10-31,1.38
2018-10-31,1.78
2019-10-31,2.39
2020-10-31,2.29
2021-10-31,2.2
2022-10-31,2.55
2023-10-31,2.94
2024-10-31,3.66
2025-10-31,6.1
2026-04-30,1.35
