fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
1996-03-31,1996-04-16,0.03,0.03,0,0,pre-market
1996-06-30,1996-07-16,0.05,0.05,0,0,pre-market
1996-09-30,1996-10-15,0.05,0.04,0.01,25,pre-market
1998-03-31,1998-03-31,0.051,None,0,None,pre-market
1998-06-30,1998-07-14,0.08,0.07,0.01,14.2857,pre-market
1998-09-30,1998-10-13,0.08,0.07,0.01,14.2857,pre-market
1998-12-31,1999-01-28,0.06,0.05,0.01,20,pre-market
1999-03-31,1999-04-15,0.07,0.07,0,0,pre-market
1999-06-30,1999-07-15,0.09,0.09,0,0,pre-market
1999-09-30,1999-10-18,0.08,0.09,-0.01,-11.1111,pre-market
1999-12-31,2000-02-01,0.08,0.07,0.01,14.2857,pre-market
2000-03-31,2000-04-14,0.08,0.08,0,0,pre-market
2000-06-30,2000-07-18,0.06,0.07,-0.01,-14.2857,pre-market
2000-09-30,2000-10-13,0.07,0.11,-0.04,-36.3636,pre-market
2000-12-31,2001-01-31,0.04,0.06,-0.02,-33.3333,pre-market
2001-03-31,2001-04-12,0.04,0.06,-0.02,-33.3333,pre-market
2001-06-30,2001-07-17,0.02,0.05,-0.03,-60,pre-market
2001-09-30,2001-10-11,0.04,0.04,0,0,pre-market
2001-12-31,2002-01-31,0.04,0.02,0.02,100,pre-market
2002-03-31,2002-03-31,0.0611,None,0,None,pre-market
2002-06-30,2002-07-19,0.09,0.05,0.04,80,pre-market
2002-09-30,2002-10-14,0.09,0.05,0.04,80,pre-market
2002-12-31,2003-02-04,0.04,0.04,0,0,pre-market
2003-03-31,2003-04-14,0.03,0.06,-0.03,-50,pre-market
2003-06-30,2003-07-16,0.1,0.04,0.06,150,pre-market
2003-09-30,2003-10-14,0.1,0.07,0.03,42.8571,pre-market
2003-12-31,2004-02-05,0.06,0.04,0.02,50,pre-market
2004-03-31,2004-04-19,0.09,0.04,0.05,125,pre-market
2004-06-30,2004-07-16,0.11,0.09,0.02,22.2222,pre-market
2004-09-30,2004-10-14,0.12,0.1,0.02,20,pre-market
2004-12-31,2005-02-03,0.03,0.07,-0.04,-57.1429,pre-market
2005-03-31,2005-04-18,0.13,0.06,0.07,116.6667,pre-market
2005-06-30,2005-07-19,0.15,0.13,0.02,15.3846,pre-market
