fiscalDateEnding,reportedEPS
1996-12-31,1.92
1997-12-31,1.78
1998-12-31,1.95
1999-12-31,1.73
2000-12-31,1.96
2001-12-31,2.32
2002-12-31,1.39
2003-12-31,1.29
2004-12-31,1.29
2005-12-31,1.2
2006-12-31,1.36
2007-12-31,1.45
2008-12-31,1.45
2009-12-31,1.48
2010-12-31,1.62
2011-12-31,1.73
2012-12-31,1.83
2013-12-31,1.95
2014-12-31,2.03
2015-12-31,2.1
2016-12-31,2.21
2017-12-31,2.31
2018-12-31,2.47
2019-12-31,2.64
2020-12-31,2.78
2021-12-31,2.96
2022-12-31,3.17
2023-12-31,3.34
2024-12-31,3.48
2025-12-31,3.43
2026-03-31,0
