fiscalDateEnding,reportedEPS
1996-12-31,0.13
1997-12-31,0.19
1998-12-31,0.23
1999-12-31,0.28
2000-12-31,0.38
2001-12-31,0.46
2002-12-31,0.52
2003-12-31,0.57
2004-12-31,0.71
2005-12-31,0.89
2006-12-31,1.06
2007-12-31,1.23
2008-12-31,1.37
2009-12-31,1.12
2010-12-31,1.59
2011-12-31,1.79
2012-12-31,1.57
2013-12-31,1.7
2014-12-31,1.92
2015-12-31,2.39
2016-12-31,2.36
2017-12-31,2.48
2018-12-31,3.49
2019-12-31,3.39
2020-12-31,4.08
2021-12-31,8.26
2022-12-31,8.24
2023-12-31,5.08
2024-12-31,5.72
2025-12-31,5.94
