fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,3839000000,None,None,None,None,None,1168000000,None,-309000000,None,-1460000000,-2061000000,None,None,None,None,1376000000,1376000000,None,None,None,None,-2351000000,None,200000000,None,None,3851000000
2007-12-31,USD,4275000000,None,None,None,None,None,1422000000,None,-54000000,None,-1367000000,-2547000000,None,None,None,None,1380000000,1380000000,None,None,None,None,-3239000000,None,228000000,None,None,4096000000
2008-12-31,USD,4533000000,None,None,None,None,786000000,1471000000,None,-127000000,None,-2399000000,-1766000000,None,None,None,None,1398000000,1398000000,None,None,None,None,-1631000000,None,202000000,None,None,3460000000
2009-12-31,USD,4941000000,None,None,None,None,1157000000,903000000,55000000,453000000,None,-1732000000,-2014000000,None,None,None,None,1431000000,1431000000,None,None,None,None,-17000000,None,217000000,1191000000,-4000000,3193000000
2010-12-31,USD,5174000000,None,None,None,None,771000000,1091000000,-189000000,-404000000,None,-2689000000,-2121000000,None,None,None,None,1500000000,1500000000,None,None,None,None,-854000000,None,274000000,337000000,-27000000,4163000000
2011-12-31,USD,5284000000,None,None,None,None,1156000000,1379000000,-205000000,-196000000,None,-2718000000,-3675000000,None,None,None,None,1555000000,1555000000,None,None,None,None,-2701000000,None,253000000,-1158000000,-49000000,4357000000
2012-12-31,USD,5300000000,None,None,None,None,1288000000,1484000000,-133000000,-251000000,None,-2686000000,-2058000000,None,None,None,None,1635000000,1635000000,None,None,None,None,-2204000000,None,223000000,664000000,108000000,4511000000
2013-12-31,USD,5817000000,None,None,None,None,1371000000,1665000000,-337000000,-86000000,None,-856000000,-5246000000,None,None,None,None,1730000000,1730000000,None,None,None,None,-5212000000,None,240000000,-302000000,-17000000,4721000000
2014-12-31,USD,6626000000,None,None,None,None,1408000000,1493000000,-268000000,-113000000,None,-596000000,-6603000000,None,None,None,None,2216000000,2216000000,None,None,None,None,-5652000000,None,280000000,-684000000,-111000000,4998000000
2015-12-31,USD,6420000000,None,None,None,None,1435000000,1461000000,-58000000,3000000,None,-2817000000,-3648000000,None,None,None,None,2561000000,2561000000,None,None,None,None,-5238000000,None,276000000,-99000000,-54000000,4841000000
2016-12-31,USD,6662000000,None,None,None,None,1474000000,1420000000,-313000000,57000000,None,-1403000000,-4626000000,None,None,None,None,2678000000,2678000000,None,None,None,None,-3753000000,None,298000000,600000000,-33000000,5058000000
2017-12-31,USD,6240000000,None,None,None,None,1544000000,1373000000,-245000000,-387000000,None,-3086000000,-2655000000,None,None,None,None,2803000000,2803000000,None,None,None,None,-2068000000,None,324000000,655000000,156000000,4869000000
2018-12-31,USD,6439000000,None,None,None,None,1488000000,1577000000,-305000000,-509000000,None,222000000,-6701000000,None,None,None,None,3193000000,3193000000,None,None,None,None,-4870000000,None,302000000,-200000000,-160000000,5363000000
2019-12-31,USD,7070000000,None,None,None,None,1593000000,1699000000,345000000,370000000,None,-6444000000,-1124000000,None,None,None,None,3316000000,3316000000,None,None,None,None,-1407000000,None,278000000,-500000000,-2000000,4582000000
2020-12-31,USD,8113000000,None,None,None,None,1911000000,1501000000,165000000,-91000000,None,-580000000,-5300000000,None,None,None,None,3388000000,3388000000,None,None,None,None,-368000000,None,262000000,2281000000,48000000,5388000000
2021-12-31,USD,7454000000,None,None,None,None,1915000000,1603000000,-122000000,-903000000,None,-1317000000,-6145000000,None,None,None,None,3420000000,3420000000,None,None,None,None,-2199000000,None,274000000,-8000000,None,5929000000
2022-12-31,USD,5591000000,None,None,None,None,1831000000,1749000000,-105000000,-629000000,None,-1046000000,-5350000000,None,None,None,None,3369000000,3369000000,None,None,None,None,-1464000000,None,263000000,-805000000,None,5791000000
2023-12-31,USD,6680000000,None,None,None,None,1987000000,1615000000,None,567000000,None,-1207000000,-3147000000,None,None,None,None,3311000000,3311000000,None,None,None,None,-33000000,None,274000000,None,None,-6995000000
2024-12-31,USD,1819000000,None,None,None,None,1363000000,1181000000,None,41000000,None,-3206000000,1098000000,None,None,None,None,1982000000,1982000000,None,None,None,None,-1801000000,None,289000000,None,None,4188000000
2025-12-31,USD,2306000000,None,None,None,None,1308000000,910000000,None,139000000,None,1350000000,-4016000000,None,None,None,None,1175000000,1175000000,None,None,None,None,-4813000000,None,225000000,None,None,3265000000
