fiscalDateEnding,reportedEPS
1996-10-31,0.39
1997-10-31,0.53
1998-10-31,0.43
1999-10-31,0.58
2000-10-31,1.54
2001-10-31,1.12
2002-10-31,0.55
2003-10-31,0.82
2004-10-31,1.47
2005-10-31,1.27
2006-10-31,1.58
2007-10-31,1.48
2008-10-31,1.77
2009-10-31,0.97
2010-10-31,2.36
2011-10-31,2.72
2012-10-31,2.13
2013-10-31,2.13
2014-10-31,2.4
2015-10-31,3.16
2016-10-31,3.07
2017-10-31,4.68
2018-10-31,5.95
2019-10-31,5.14
2020-10-31,4.91
2021-10-31,6.43
2022-10-31,9.59
2023-10-31,10.08
2024-10-31,6.38
2025-10-31,6.94
2026-01-31,2.46
