fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,79833,None,None,None,None,None,0,None,None,None,None,5202525,None,None,None,None,None,None,None,None,None,None,None,None,29238000,None,None,-111578
2006-03-31,USD,-252379,None,None,None,None,-148235,0,None,None,None,-7093984,2810525,None,None,None,None,None,None,None,None,None,None,None,None,42810000,None,None,-27110
2006-06-30,USD,None,None,None,None,None,170200000,0,None,None,None,None,620693000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,97796
2006-09-30,USD,1060572,None,None,None,None,-134100,74733,None,-1670476,None,-74733,-602098,None,None,None,None,None,None,None,None,None,None,None,None,44992000,None,None,159526
2006-12-31,USD,34729,None,None,None,None,-192836,36131,None,-968252,None,-36131,-700695,None,None,None,None,None,None,None,None,None,None,None,None,87000,None,None,65305
2007-03-31,USD,-338369,None,None,None,None,-157342,76375,None,-1044636,None,-76375,543346,None,None,None,None,None,None,None,None,None,None,None,None,55000,None,None,23505
2007-06-30,USD,502631,None,None,None,None,-357595,337107,None,None,None,None,475725,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-85600
2007-09-30,USD,-2481441,None,None,None,None,-193342,169079,None,-3106642,None,-169079,2340306,None,None,None,None,None,None,None,None,None,None,None,None,61258,None,None,88432
2007-12-31,USD,3107729,None,None,None,None,-194679,1941259,None,-586290,None,-1941259,-1379383,None,None,None,None,None,None,None,None,None,None,None,None,31844,None,None,1324208
2008-03-31,USD,261791,None,None,None,None,1092196,1875255,None,None,None,-49745,-128868,None,None,None,None,None,None,None,None,None,None,None,None,94782,None,None,86678
2008-06-30,USD,-1568433,None,None,None,None,239742,9932,None,3692932,None,428802,1252228,None,None,None,None,None,None,None,None,None,None,None,None,144076502,None,None,-86413
2008-09-30,USD,1077888,None,None,None,None,315356,50475,None,-912671093,None,-4854080,4281516,None,None,None,None,None,None,None,None,None,None,None,None,47913,None,None,250187
2008-12-31,USD,-2870371,None,None,None,None,480688,140621,None,None,None,-386300,3382936,None,None,None,None,None,None,None,None,None,None,None,None,32779,None,None,-10215704
2009-03-31,USD,4112164,None,None,None,None,471079,24689,None,None,None,-371086,-4250553,None,None,None,None,None,None,None,None,None,None,None,None,43022,None,None,293038
2009-06-30,USD,1449455,None,None,None,None,476036,15107,None,None,None,None,44929,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-57067
