fiscalDateEnding,reportedEPS
1996-12-31,0.59
1997-12-31,-1.05
1998-12-31,-0.21
1999-12-31,0.8117
2000-12-31,1.54
2001-12-31,1.29
2002-12-31,1.07
2003-12-31,1.24
2004-12-31,1.29
2005-12-31,0.97
2006-12-31,1.16
2007-12-31,1.55
2008-12-31,1.87
2009-12-31,1.92
2010-12-31,2.2
2011-12-31,2.38
2012-12-31,2.28
2013-12-31,2.49
2014-12-31,2.73
2015-12-31,2.82
2016-12-31,2.96
2017-12-31,3.11
2018-12-31,3.27
2019-12-31,3.45
2020-12-31,3.65
2021-12-31,3.8
2022-12-31,4.09
2023-12-31,4.74
2024-12-31,4.58
2025-12-31,4.77
