date,dividend
2007-02-13,1.012
2007-04-12,0.533
2007-07-12,0.657
2007-10-11,0.654
2007-10-15,0.654
2008-01-11,0.637
2008-04-11,0.522
2008-07-11,0.648
2009-01-13,0.085
2009-04-13,0.419
2009-07-13,0.461
2009-10-13,0.595
2010-01-13,0.575
2010-04-13,0.605
2010-07-13,0.965
2010-10-13,0.61
2011-01-13,0.675
2011-04-13,0.82
2011-07-14,1.03
2011-10-13,0.925
2012-01-12,0.83
2012-04-12,1.02
2012-07-12,0.95
2012-10-11,0.75
2013-01-11,0.68
2013-04-11,0.87
2013-07-11,0.69
2013-10-10,0.98
2014-01-13,0.83
2014-04-11,0.88
2014-07-11,0.79
2014-10-09,0.895
2015-01-13,0.61
2015-04-13,0.255
2015-07-14,0.2
2015-10-13,0.21
2016-01-13,0.1
2016-04-13,0.03
2016-07-13,0.11
2016-10-12,0.16
2017-01-11,0.12
2017-04-11,0.25
2017-07-12,0.225
2017-10-12,0.125
2017-10-13,0.125
2018-01-11,0.22
2018-04-13,0.365
2018-07-13,0.42
2018-10-12,0.415
2019-01-14,0.315
2019-04-12,0.215
2019-07-12,0.305
2019-10-11,0.215
2020-01-14,0.19
2020-04-14,0.205
2020-10-14,0.095
2021-01-14,0.11
2021-04-14,0.21
2021-07-15,0.3
2021-10-14,0.365
2022-01-13,0.41
2022-04-14,0.425
2022-07-14,0.7
2022-10-14,0.685
2023-01-13,0.41
2023-04-14,0.345
2023-07-14,0.325
2023-10-13,0.38
2024-01-12,0.465
2024-04-12,0.33
2024-07-15,0.41
2024-10-15,0.33
2025-01-16,0.24
2025-04-15,0.275
2025-07-15,0.185
2025-10-15,0.205
2026-01-16,0.14
2026-04-15,0.17
