fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-10-31,USD,190271000,None,None,None,None,71657000,72262000,None,-9753000,None,-65539000,-68716000,None,None,None,None,18362000,18362000,None,None,None,None,-58326000,None,None,None,None,160313000
2007-10-31,USD,224074000,None,None,None,None,77308000,34396000,None,-7828000,None,-136974000,-20128000,None,None,None,None,20776000,20776000,None,None,None,None,None,None,-37000,None,None,134622000
2008-10-31,USD,65034000,None,None,None,None,35111000,15815000,None,-10398000,None,52388000,-63655000,None,None,None,None,2258000,2258000,None,None,None,None,None,None,26378000,None,None,21579000
2009-10-31,USD,60491000,None,None,None,None,215346000,16153000,None,16494000,None,-14810000,10508000,None,None,None,None,4519000,4519000,None,None,None,None,None,None,3429000,None,None,-137091000
2010-10-31,USD,89132000,None,None,None,None,28283000,14720000,None,3142000,None,-15785000,-9370000,None,None,None,None,5275000,5275000,None,None,None,None,-4274000,None,4456000,None,None,24201000
2011-10-31,USD,52876000,None,None,None,None,34000000,25312000,13761000,-530000,None,-135367000,-15306000,None,None,None,None,5979000,5979000,None,None,None,None,-10080000,None,4852000,-97559000,-222000,9078000
2012-10-31,USD,26478000,None,None,None,None,37666000,42871000,-4250000,-10288000,None,-41704000,-3928000,None,None,None,None,5891000,5891000,None,None,None,None,-1284000,None,5604000,-18364000,790000,-16534000
2013-10-31,USD,43521000,None,None,None,None,60504000,37931000,-9204000,12791000,None,-59687000,-4869000,None,None,None,None,5931000,5931000,None,None,None,None,23500000,None,4910000,-21519000,-484000,-11703000
2014-10-31,USD,20778000,None,None,None,None,36910000,33779000,484000,-25650000,None,74124000,-24459000,None,None,None,None,5992000,5992000,None,None,None,None,-22281000,None,3925000,70650000,207000,29234000
2015-10-31,USD,67087000,None,None,None,None,35220000,29982000,2668000,9805000,None,-160144000,-4581000,None,None,None,None,5515000,5515000,None,None,None,None,-52719000,None,4266000,-97259000,379000,16093000
2016-10-31,USD,86418000,None,None,None,None,53146000,37243000,796000,5346000,None,-282103000,196371000,None,None,None,None,5470000,5470000,None,None,None,None,634800000,None,6089000,2401000,1715000,-1859000
2017-10-31,USD,78554000,None,None,None,None,57495000,34564000,5378000,-3240000,None,-41124000,-45412000,None,None,None,None,5516000,5516000,None,None,None,None,53500000,None,5189000,-8071000,-89000,18683000
2018-10-31,USD,104611000,None,None,None,None,51822000,26484000,-5550000,17530000,None,-26052000,-65817000,None,None,None,None,7020000,7020000,None,None,None,None,-32034000,None,1874000,11548000,-1194000,26328000
2019-10-31,USD,96372000,None,None,None,None,49586000,24883000,574000,3797000,None,-23559000,-71264000,None,None,None,None,10644000,10644000,None,None,None,None,-9551000,None,2045000,1865000,316000,-46730000
2020-10-31,USD,100796000,None,None,None,None,47229000,25726000,-5766000,6119000,None,-25224000,-55122000,None,None,None,None,10534000,10534000,None,None,None,None,-7233000,None,879000,20753000,303000,38496000
2021-10-31,USD,78588000,None,None,None,None,42732000,24008000,-19017000,-31382000,None,-18708000,-71861000,None,None,None,None,10779000,10779000,None,None,None,None,-11182000,None,1970000,-11560000,421000,56980000
2022-10-31,USD,97965000,None,None,None,None,40109000,33121000,6945000,-32035000,None,-32962000,-45879000,None,None,None,None,10598000,10598000,None,None,None,None,-6600000,None,2291000,19124000,None,88336000
2023-10-31,USD,147052000,None,None,None,None,42866000,37390000,None,30024000,None,-128439000,-16151000,None,None,None,None,10639000,10639000,None,None,None,None,-5593000,None,2521000,None,None,82501000
2024-10-31,USD,88812000,None,None,None,None,60328000,37086000,None,33484000,None,-420594000,385156000,None,None,None,None,11972000,11972000,None,None,None,None,-1193000,None,2952000,None,None,33059000
2025-10-31,USD,164897000,None,None,None,None,103444000,62642000,None,23553000,None,-62008000,-127480000,None,None,None,None,14889000,14889000,None,None,None,None,-32360000,None,3685000,None,None,-250806000
