fiscalDateEnding,reportedEPS
1998-10-31,0.2377
1999-10-31,1.1435
2000-10-31,-0.3415
2001-10-31,0.9133
2002-10-31,1.5525
2003-10-31,1.1657
2004-10-31,1.4502
2005-10-31,3.9256
2006-10-31,4.0381
2007-10-31,3.401
2008-10-31,0.8868
2009-10-31,-0.02
2010-10-31,0.68
2011-10-31,0.46
2012-10-31,-0.01
2013-10-31,-0.2
2014-10-31,0.13
2015-10-31,0.58
2016-10-31,0.83
2017-10-31,0.77
2018-10-31,0.65
2019-10-31,0.95
2020-10-31,1.24
2021-10-31,1.74
2022-10-31,2.68
2023-10-31,2.76
2024-10-31,2.18
2025-10-31,2.15
2026-01-31,-0.01
