fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-10-31,USD,214065000,2032572000,829708000,829708000,251394000,72819000,None,109301000,None,None,None,708000,None,None,None,71657000,250816000,90503000,None,None,None,255634000,327291000,160183000
2007-10-31,USD,196836000,2049021000,767138000,767138000,4054000,70206000,None,108667000,None,None,None,211188000,None,None,None,77308000,207064000,72442000,None,None,None,-4124000,73184000,134622000
2008-10-31,USD,151557000,868933000,717376000,717376000,20981000,95504000,None,130576000,None,None,None,15571000,None,None,None,35111000,25689000,9785000,None,None,None,15793000,50904000,21579000
2009-10-31,USD,95682000,585010000,489328000,489328000,-180081000,60466000,None,274780000,None,None,None,453000,None,None,None,215346000,-180127000,-43036000,None,None,None,-277139000,-61793000,-137091000
2010-10-31,USD,137465000,798314000,660849000,660849000,37297000,71954000,None,100168000,None,None,None,440000,None,None,None,28283000,39502000,15301000,None,None,None,39942000,68225000,23098000
2011-10-31,USD,136203000,848294000,712091000,712091000,16478000,83994000,0,119725000,None,None,None,449000,None,-514000,None,34000000,15515000,6437000,None,15515000,None,15964000,49964000,9066000
2012-10-31,USD,122909000,828976000,355669000,355669000,-24953000,111577000,0,131771000,None,None,None,431000,None,222000,None,37666000,-25185000,-8651000,None,-25185000,None,-7641000,30025000,-16534000
2013-10-31,USD,135134000,952642000,419733000,419733000,-17729000,109325000,0,153955000,None,None,None,621000,None,168000,None,60504000,-18201000,-6498000,None,-18201000,None,-18841000,41663000,-11703000
2014-10-31,USD,130800000,595384000,464584000,464584000,14276000,82150000,0,116524000,None,None,None,562000,None,92000,None,36910000,13806000,5468000,None,8338000,None,14368000,51278000,29234000
2015-10-31,USD,146431000,645528000,499097000,499097000,24675000,86536000,0,121756000,None,None,1706000,991000,None,-531000,None,35220000,23153000,7539000,None,15614000,None,24144000,59364000,16093000
2016-10-31,USD,217540000,928184000,710644000,710644000,36353000,114910000,0,181187000,None,-36392000,106000,36498000,None,-5479000,None,53146000,-5624000,-3765000,None,-1859000,None,30874000,84020000,-1859000
2017-10-31,USD,194067000,866555000,672488000,672488000,34367000,97981000,0,160130000,None,-9509000,86000,9595000,None,730000,None,57495000,25502000,6819000,None,18683000,None,35097000,92592000,18683000
2018-10-31,USD,192763000,889785000,697022000,697022000,36375000,103535000,0,157066000,None,-11031000,69000,11100000,None,178000,None,51822000,25453000,-875000,None,24578000,None,36853000,88675000,26328000
2019-10-31,USD,199421000,893841000,694420000,694420000,48659000,101292000,None,225848000,None,-9580000,63000,9643000,None,116000,None,49586000,-35954000,10776000,None,-25178000,None,-26311000,23275000,-46730000
2020-10-31,USD,192823000,851573000,658750000,658750000,55265000,89707000,None,137558000,None,-5217000,5274000,5245000,None,280000,None,47229000,50300000,11804000,None,38496000,None,55545000,102774000,38496000
2021-10-31,USD,240608000,1072149000,831541000,831541000,81870000,115967000,None,158738000,None,-2525000,2530000,2530000,None,754000,None,42732000,80094000,23114000,None,56980000,None,82624000,125356000,56980000
2022-10-31,USD,268498000,1221502000,953004000,953004000,111281000,117108000,None,157217000,None,-2559000,2559000,2559000,None,1041000,None,40109000,109763000,21427000,None,88336000,None,112322000,152431000,88336000
2023-10-31,USD,277524000,1130583000,853059000,853059000,110701000,123957000,None,166823000,None,-8136000,248000,8136000,None,None,None,42866000,97046000,14545000,None,82501000,None,105182000,148048000,82501000
2024-10-31,USD,305624000,1277862000,972238000,972238000,54826000,190470000,None,250798000,None,-18903000,1690000,20593000,None,None,None,60328000,42082000,9023000,None,33059000,None,62675000,123003000,33059000
2025-10-31,USD,499228000,1837641000,1338413000,1338413000,-193952000,277040000,None,693180000,None,-53720000,55812000,55812000,None,None,None,103444000,-242593000,8212999,None,-250806000,None,-186781000,-83337000,-250806000
