fiscalDateEnding,reportedEPS
2012-12-31,0.7693
2013-12-31,1.21
2014-12-31,1.48
2015-12-31,1.56
2016-12-31,1.35
2017-12-31,1.31
2018-12-31,1.76
2019-12-31,1.98
2020-12-31,1.77
2021-12-31,1.82
2022-12-31,0.98
2023-12-31,0.97
2024-12-31,1.28
2025-12-31,1.52
2026-03-31,0.41
