fiscalDateEnding,reportedEPS
1996-12-31,2.37
1997-12-31,3.17
1998-12-31,3.5
1999-12-31,3.69
2000-12-31,4.23
2001-12-31,3
2002-12-31,4.65
2003-12-31,-1.37
2004-12-31,6.62
2005-12-31,7.4
2006-12-31,9.06
2007-12-31,10.99
2008-12-31,2.61
2009-12-31,1.31
2010-12-31,3.55
2011-12-31,1.9269
2012-12-31,2.8
2013-12-31,3.55
2014-12-31,3.51
2015-12-31,3.88
2016-12-31,3.4
2017-12-31,3.45
2018-12-31,4.33
2019-12-31,5.65
2020-12-31,5.78
2021-12-31,6.17
2022-12-31,7.56
2023-12-31,8.91
2024-12-31,10.31
2025-12-31,13.45
2026-03-31,3.09
