fiscalDateEnding,reportedEPS
1996-12-31,0.16
1997-12-31,0.08
1998-12-31,0.34
1999-12-31,0.24
2000-12-31,0.27
2001-12-31,0.16
2002-12-31,0.33
2003-12-31,0.64
2004-12-31,1.08
2005-12-31,1.37
2006-12-31,1.5
2007-12-31,1.52
2008-12-31,1.57
2009-12-31,1.1
2010-12-31,1.58
2011-12-31,2.11
2012-12-31,2.59
2013-12-31,2.86
2014-12-31,3.17
2015-12-31,3.73
2016-12-31,3.74
2017-12-31,3.46
2018-12-31,5.69
2019-12-31,5.21
2020-12-31,4.74
2021-12-31,7.14
2022-12-31,9.2
2023-12-31,6.97
2024-12-31,5.56
2025-12-31,6.14
2026-03-31,1.49
