fiscalDateEnding,reportedEPS
1996-12-31,0.27
1997-12-31,0.33
1998-12-31,0.39
1999-12-31,0.46
2000-12-31,0.55
2001-12-31,0.58
2002-12-31,0.7
2003-12-31,0.82
2004-12-31,1.15
2005-12-31,1.39
2006-12-31,1.63
2007-12-31,1.91
2008-12-31,2.13
2009-12-31,1.82
2010-12-31,2.31
2011-12-31,2.84
2012-12-31,3.21
2013-12-31,3.42
2014-12-31,3.68
2015-12-31,4.33
2016-12-31,4.25
2017-12-31,4.03
2018-12-31,4.52
2019-12-31,4.7
2020-12-31,6.29
2021-12-31,10.06
2022-12-31,10.95
2023-12-31,8.52
2024-12-31,7.49
2025-12-31,7.8
2026-03-31,2.06
