fiscalDateEnding,reportedEPS
1996-12-31,1.13
1997-12-31,1.18
1998-12-31,1.26
1999-12-31,1.41
2000-12-31,1.47
2001-12-31,1.36
2002-12-31,1.33
2003-12-31,1.44
2004-12-31,1.93
2005-12-31,2
2006-12-31,2.38
2007-12-31,2.89
2008-12-31,3.67
2009-12-31,3.98
2010-12-31,4.6
2011-12-31,5.28
2012-12-31,5.36
2013-12-31,5.56
2014-12-31,5.13
2015-12-31,4.98
2016-12-31,5.73
2017-12-31,6.67
2018-12-31,7.85
2019-12-31,7.85
2020-12-31,6.05
2021-12-31,9.28
2022-12-31,10.1
2023-12-31,11.94
2024-12-31,11.73
2025-12-31,12.2
2026-03-31,0
