fiscalDateEnding,reportedEPS
1996-06-30,0.22
1997-06-30,0.38
1998-06-30,0.45
1999-06-30,0.52
2000-06-30,0.61
2001-06-30,0.68
2002-06-30,0.57
2003-06-30,0.66
2004-06-30,0.82
2005-06-30,0.95
2006-06-30,0.97
2007-06-30,1.1
2008-06-30,1.21
2009-06-30,0.71
2010-06-30,1.38
2011-06-30,1.87
2012-06-30,2.27
2013-06-30,2.54
2014-06-30,3.15
2015-06-30,2.84
2016-06-30,3.2
2017-06-30,3.48
2018-06-30,4.51
2019-06-30,5.34
2020-06-30,4.1
2021-06-30,6.45
2022-06-30,7.22
2023-06-30,3.45
2024-06-30,2.6
2025-06-30,1.5
2026-03-31,1.21
