fiscalDateEnding,reportedEPS
1997-01-31,0.68
1998-01-31,0.78
1999-01-31,1
2000-01-31,1.28
2001-01-31,1.42
2002-01-31,1.16
2003-01-31,0.6
2004-01-31,0.67
2005-01-31,0.81
2006-01-31,0.88
2007-01-31,0.96
2008-01-31,1.05
2009-01-31,1.14
2010-01-31,1.22
2011-01-31,1.36
2012-01-31,1.49
2013-01-31,1.67
2014-01-31,4.36
2015-01-31,5.04
2016-01-31,4.5
2017-01-31,2.72
2018-01-31,1.4699
2019-01-31,1.64
2020-01-31,1.6467
2021-01-31,1.8233
2022-01-31,2.1499
2023-01-31,4.2333
2024-01-31,6.64
2025-01-31,2.51
2026-01-31,2.65
