fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-09-30,USD,-38882000,None,None,None,None,19173000,27280000,None,None,None,-2041800000,1839038000,None,None,None,None,37570000,37570000,None,None,None,None,None,None,29820000,None,None,214342000
2007-09-30,USD,440225000,None,None,None,None,22631000,46081000,None,74770000,None,-2933855000,2743076000,None,None,None,None,48488000,48488000,None,None,None,None,None,None,36563,None,None,250430000
2008-09-30,USD,135658000,None,None,None,None,27982000,51043000,None,127650000,None,-2784619000,5212712000,None,None,None,None,53151000,53151000,None,None,None,None,-67243000,None,42127000,None,None,235078000
2009-09-30,USD,414416000,None,None,None,None,34563000,35539000,None,None,None,-1066341000,-241816000,None,None,None,None,54140000,54140000,None,None,None,None,-4339000,None,31746000,None,None,152750000
2010-09-30,USD,-1021393000,None,None,None,None,39527000,22287000,None,-1400546920,None,2366221000,-712178000,None,None,None,None,56009000,56009000,None,None,None,None,-3537000,None,41845000,None,None,228283000
2011-09-30,USD,1558441000,None,None,None,None,40337000,37200000,-82163000,80740000,None,-400143000,-1679384000,None,None,None,None,63090000,63090000,None,None,None,None,-23111000,None,40978000,-521910000,-824000,278353000
2012-09-30,USD,391289000,None,None,None,None,51445000,77515000,None,102876000,None,-2731215000,1879275000,None,None,None,None,68782000,68782000,None,None,None,None,-20860000,None,55729000,None,None,295869000
2013-09-30,USD,659805000,None,None,None,None,66359000,72879000,88162000,-1276417000,None,-651974000,615432000,None,None,None,None,76593000,76593000,None,None,None,None,-11718000,None,61862000,616596000,-6667000,362990000
2014-09-30,USD,507587000,None,None,None,None,64163000,60149000,-159562000,1633120000,None,-2096764000,1223961000,None,None,None,None,88102000,88102000,None,None,None,None,-8427000,None,69609000,-397553000,-32337000,448151000
2015-09-30,USD,899177000,None,None,None,None,68315000,74111000,-56394000,-422023000,None,-2167959000,1730043000,None,None,None,None,103143000,103143000,None,None,None,None,-88542000,None,71488000,401943000,-55180000,500530000
2016-09-30,USD,-518324000,None,None,None,None,72383000,121733000,-621161000,-2224392000,None,-2917903000,2540479000,None,None,None,None,113435000,113435000,None,None,None,None,-162502000,None,78528000,-950554000,-29144000,506078000
2017-09-30,USD,-125000000,None,None,None,None,84132000,190000000,-50917000,1634542000,None,-3376000000,4065000000,None,None,None,None,127000000,127000000,None,None,None,None,-34000000,None,109000000,2019220000,24791000,636235000
2018-09-30,USD,884000000,None,None,None,None,98735000,134000000,-522372000,1094859000,None,-3476000000,1420000000,None,None,None,None,151000000,151000000,None,None,None,None,-62000000,None,99000000,-169366000,-16961000,850917000
2019-09-30,USD,577000000,None,None,None,None,112000000,138000000,None,-84000000,None,-1897000000,1373000000,None,None,None,None,191000000,191000000,None,None,None,None,-778000000,None,112000000,None,None,1034000000
2020-09-30,USD,4054000000,None,None,None,None,119000000,124000000,127000000,-47000000,None,-4985000000,4593000000,None,None,None,None,205000000,205000000,None,None,None,None,-272000000,None,120000000,3662000000,None,818000000
2021-09-30,USD,6625000000,None,None,None,None,134000000,74000000,-420000000,-6774000000,None,-5140000000,5254000000,None,None,None,None,218000000,218000000,None,None,None,None,-128000000,None,132000000,6739000000,None,1403000000
2022-09-30,USD,72000000,None,None,None,None,145000000,91000000,-203000000,4536000000,None,-7151000000,5879000000,None,None,None,None,277000000,277000000,None,None,None,None,-216000000,None,192000000,-1200000000,None,1509000000
2023-09-30,USD,-3514000000,None,None,None,None,165000000,173000000,None,5838000000,None,-274000000,1438000000,None,None,None,None,355000000,355000000,None,None,None,None,-862000000,None,237000000,None,None,1739000000
2024-09-30,USD,2155000000,None,None,None,None,179000000,205000000,None,None,None,-968000000,438000000,None,None,None,None,383000000,383000000,None,None,None,None,-984000000,None,254000000,None,None,2068000000
2025-09-30,USD,2434000000,None,None,None,None,195000000,188000000,None,None,None,-4321000000,2361000000,None,None,None,None,416000000,416000000,None,None,None,None,-1267000000,None,254000000,None,None,2135000000
