fiscalDateEnding,reportedEPS
1996-12-31,2.17
1997-12-31,2.53
1998-12-31,3.01
1999-12-31,3.41
2000-12-31,3.6
2001-12-31,3.87
2002-12-31,5.16
2003-12-31,5.28
2004-12-31,6.01
2005-12-31,6.73
2006-12-31,7.37
2007-12-31,5.95
2008-12-31,5
2009-12-31,2.86
2010-12-31,5.68
2011-12-31,6.37
2012-12-31,7.54
2013-12-31,7.95
2014-12-31,7.42
2015-12-31,7.61
2016-12-31,7.98
2017-12-31,9.34
2018-12-31,13.51
2019-12-31,14.03
2020-12-31,9.94
2021-12-31,13.86
2022-12-31,11.52
2023-12-31,16.65
2024-12-31,15.39
2025-12-31,17.0413
2026-03-31,4.13
