fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,75960000,None,None,None,None,149147000,28969000,None,9313000,None,-739876000,664130000,None,None,None,None,None,None,None,None,None,None,-707000,None,5410000,None,None,-133448000
2007-12-31,USD,122934000,None,None,None,None,177201000,27771000,None,None,None,-301884000,203074000,None,None,None,None,None,None,None,None,None,None,-91236000,None,397000,None,None,-77879000
2008-12-31,USD,173696000,None,None,None,None,211445000,36166000,None,-10906000,None,-580549000,415437000,None,None,None,None,1058550000,1058550000,None,None,None,None,-120000000,None,7207000,None,None,-46763000
2009-12-31,USD,222558000,None,None,None,None,258537000,46743000,None,21059000,None,-229075000,88978000,None,None,None,None,1330184000,1330184000,None,None,None,None,-51720000,None,8200000,None,None,-141119000
2010-12-31,USD,201155000,None,None,None,None,278727000,66618000,-5919000,0,None,-425039000,126821000,None,None,None,None,1232720000,1232720000,None,None,None,None,-107426000,None,10501000,-97063000,None,-194421000
2011-12-31,USD,249058000,None,None,None,None,309146000,126938000,-3709000,0,None,-507888000,242047000,None,None,None,None,742560000,742560000,None,None,None,None,-225072000,None,11469000,-16938000,-155000,-126892000
2012-12-31,USD,343210000,None,None,None,None,408467000,113265000,-18804000,470638000,None,-2275051000,2116412000,None,None,None,None,0,0,None,None,None,None,283872000,None,13968000,185783000,1212000,-183686000
2013-12-31,USD,496811000,None,None,None,None,533334000,168091000,-29097000,0,None,-825745000,220160000,None,None,None,None,0,0,None,None,None,None,10205000,None,17206000,-110987000,-2213000,-55908000
2014-12-31,USD,684657000,None,None,None,None,627071000,211251000,-36245000,0,None,-1778142000,996839000,None,None,None,None,0,0,None,None,None,None,-884985000,None,22670000,-82669000,13977000,-24296000
2015-12-31,USD,737173000,None,None,None,None,660021000,208707000,15975000,0,None,-734521000,75751000,None,None,None,None,0,0,None,None,None,None,-450073000,None,28748000,78596000,-12993000,-175652000
2016-12-31,USD,729026000,None,None,None,None,638189000,139982000,-7270000,0,None,-428248000,-802623000,None,None,None,None,83387000,83387000,None,None,None,None,-545689000,None,32917000,39351000,None,76236000
2017-12-31,USD,819606000,None,None,None,None,643101000,148180000,-20893000,0,None,-606243000,-294574000,None,None,None,None,83387000,83387000,None,None,None,None,-854534000,None,38249000,-81211000,None,103652000
2018-12-31,USD,852145000,None,None,None,None,672113000,149812000,-29427000,None,None,-618347000,-148537000,None,None,None,None,83387000,83387000,None,None,None,None,-795581000,None,42327000,83734000,None,47449000
2019-12-31,USD,984892000,None,None,None,None,697076000,154236000,-12146000,12146000,None,-947158000,-62314000,None,None,None,None,83387000,83387000,None,None,None,None,-466982000,None,73214000,-39427000,None,147284000
2020-12-31,USD,1126033000,None,None,None,None,721970000,128566000,38195000,-38195000,None,-446366000,-469017000,None,None,None,None,207689000,207689000,None,None,None,None,-859335000,None,68889000,210650000,None,24046000
2021-12-31,USD,1189859000,None,None,None,None,700161000,133638000,-38237000,38237000,None,-1423260000,339264000,None,None,None,None,253580000,253580000,None,None,None,None,-582578000,None,84403000,105900000,None,237624000
2022-12-31,USD,1317700000,None,None,None,None,707576000,214443000,-81351000,81351000,None,-1393654000,-167474000,None,None,None,None,306766000,306766000,None,None,None,None,-431666000,None,99908000,-243428000,None,459799000
2023-12-31,USD,1544393000,None,None,None,None,736515000,236698000,None,-44386000,None,-468246000,-1017218000,None,None,None,None,369960000,369960000,None,None,None,None,-100010000,None,87919000,None,None,501812000
2024-12-31,USD,1334866000,None,None,None,None,269517000,228149000,None,None,None,-809310000,645742000,None,None,None,None,424191000,424191000,None,None,None,None,-200019000,None,74374000,None,None,748677000
2025-12-31,USD,1291328000,None,None,None,None,292285000,224819000,None,None,None,-601829000,-1663575000,None,None,None,None,479012000,479012000,None,None,None,None,-497805000,None,75734000,None,None,1025509000
