fiscalDateEnding,reportedEPS
1996-12-31,0.4
1997-12-31,0.56
1998-12-31,0.7
1999-12-31,0.95
2000-12-31,1.05
2001-12-31,0.77
2002-12-31,0.77
2003-12-31,0.9
2004-12-31,1.26
2005-12-31,1.59
2006-12-31,1.93
2007-12-31,2.4
2008-12-31,2.02
2009-12-31,1.72
2010-12-31,2.52
2011-12-31,2.92
2012-12-31,3.29
2013-12-31,3.89
2014-12-31,4.55
2015-12-31,4.6
2016-12-31,4.69
2017-12-31,5.43
2018-12-31,7.14
2019-12-31,8.06
2020-12-31,9.6
2021-12-31,12.76
2022-12-31,8.01
2023-12-31,7.74
2024-12-31,9.13
2025-12-31,9.64
2026-03-31,0
