fiscalDateEnding,reportedEPS
1996-12-31,0.41
1997-12-31,0.37
1998-12-31,0.45
1999-12-31,0.54
2000-12-31,0.61
2001-12-31,0.63
2002-12-31,0.52
2003-12-31,0.72
2004-12-31,0.86
2005-12-31,1.07
2006-12-31,1.27
2007-12-31,1.85
2008-12-31,1.61
2009-12-31,2.17
2010-12-31,3.53
2011-12-31,3.76
2012-12-31,4.55
2013-12-31,5.19
2014-12-31,6.69
2015-12-31,7.24
2016-12-31,6.82
2017-12-31,6.43
2018-12-31,7.6
2019-12-31,9.36
2020-12-31,15.63
2021-12-31,3.92
2022-12-31,5.43
2023-12-31,6.2
2024-12-31,9.1
2025-12-31,9.74
2026-03-31,1.64
