fiscalDateEnding,reportedEPS
1996-11-30,1.11
1997-11-30,1.13
1998-11-30,1.11
1999-11-30,1.27
2000-11-30,1.6
2001-11-30,2.73
2002-11-30,3.51
2003-11-30,4.62
2004-11-30,5.71
2005-11-30,8.32
2006-11-30,3.64
2007-11-30,-12.29
2008-11-30,-7
2009-11-30,-2.52
2010-11-30,0.5
2011-11-30,0.48
2012-11-30,1.08
2013-11-30,2.14
2014-11-30,2.81
2015-11-30,3.46
2016-11-30,3.93
2017-11-30,3.85
2018-11-30,5.56
2019-11-30,5.76
2020-11-30,7.86
2021-11-30,12.87
2022-11-30,15.92
2023-11-30,13.76
2024-11-30,14.31
2025-11-30,8.1453
2026-02-28,0.88
