fiscalDateEnding,reportedEPS
1996-12-31,2.95
1997-12-31,3.29
1998-12-31,3.62
1999-12-31,3.93
2000-12-31,4.31
2001-12-31,4.17
2002-12-31,4.15
2003-12-31,3.56
2004-12-31,4.05
2005-12-31,4.58
2006-12-31,8.78
2007-12-31,5.11
2008-12-31,3.49
2009-12-31,3.27
2010-12-31,5.29
2011-12-31,5.64
2012-12-31,5.35
2013-12-31,7.39
2014-12-31,7.15
2015-12-31,7.05
2016-12-31,7.31
2017-12-31,8.51
2018-12-31,10.71
2019-12-31,11.4
2020-12-31,6.21
2021-12-31,12.69
2022-12-31,13.96
2023-12-31,14.1
2024-12-31,14.2
2025-12-31,16.59
2026-03-31,4.13
