fiscalDateEnding,reportedEPS
1996-12-31,0.57
1997-12-31,0.78
1998-12-31,0.97
1999-12-31,0.95
2000-12-31,0.23
2001-12-31,0.46
2002-12-31,0.5
2003-12-31,0.39
2004-12-31,0.4
2005-12-31,0.37
2006-12-31,0.65
2007-12-31,0.76
2008-12-31,0.98
2009-12-31,0.88
2010-12-31,1.04
2011-12-31,1.38
2012-12-31,1.79
2013-12-31,1.96
2014-12-31,2.24
2015-12-31,2.39
2016-12-31,2.87
2017-12-31,3.3
2018-12-31,3.8
2019-12-31,3.91
2020-12-31,4.9
2021-12-31,9.26
2022-12-31,11.29
2023-12-31,11.33
2024-12-31,13.76
2025-12-31,10.34
2026-03-31,0
