fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,-57075,None,None,None,None,12365,6898,None,None,None,-5898,56117,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-106569
2007-12-31,USD,-47114,None,None,None,None,6291,6900,None,None,None,3100,39656,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-106406
2008-12-31,USD,-20914,None,None,None,None,5812,0,None,196288,None,None,17500,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-24978
2009-12-31,USD,36545,None,None,None,None,4068,0,None,-1248,None,None,18049,None,None,None,None,None,None,None,None,None,None,None,None,15000,None,None,18273
2010-12-31,USD,43367,None,None,None,None,2677,821,None,None,None,-821,-51321,None,None,None,None,None,None,None,None,None,None,None,None,27500,None,None,-25914
2011-12-31,USD,-973000,None,None,None,None,820000,1557000,-12992000,-1225000,None,-1570000,2543000,None,None,None,None,None,None,None,None,None,None,-4250000,None,-3819000,None,None,4061000
2012-12-31,USD,-2941000,None,None,None,None,1105000,3890000,-7957000,-6575000,None,-3898000,7382000,None,None,None,None,None,None,None,None,None,None,178000,None,478000,543000,None,6702000
2013-12-31,USD,-12435000,None,None,None,None,1568000,6007000,-5260000,-16018000,None,-6514000,24712000,None,None,None,None,None,None,None,None,None,None,-2063000,None,1268000,5763000,None,-18760000
2014-12-31,USD,-15685000,None,None,None,None,4709000,7239000,-35225000,-34125000,None,-51713000,67653000,None,None,None,None,None,None,None,None,None,None,1425000,None,1254000,255000,None,23726000
2015-12-31,USD,-23049000,None,None,None,None,9671000,8174000,-20526000,-27336000,None,-43570000,68503000,None,None,None,None,None,None,None,None,None,None,65000,None,1186000,1884000,None,14278000
2016-12-31,USD,32282000,None,None,None,None,10298000,3872000,None,55564000,None,-1651000,-36784000,None,None,None,None,None,None,None,None,None,None,None,None,1619000,None,None,-47472000
2017-12-31,USD,-7695000,None,None,None,None,4634000,5061000,-8391000,13366000,None,-5165000,10568000,None,None,None,None,None,None,None,None,None,None,None,None,None,-2292000,None,-47612000
2018-12-31,USD,-7695000,None,None,None,None,9472000,5061000,-17890000,13366000,None,-5165000,10568000,None,None,None,None,None,None,None,None,None,None,None,None,473000,54000,None,-47612000
2019-12-31,USD,18157000,None,None,None,None,8799000,3681000,-18095000,-3977000,None,-3658000,-14550000,None,None,None,None,None,None,None,None,None,None,1616000,None,1248000,-51000,None,8248000
2020-12-31,USD,-7594000,None,None,None,None,8200000,2402000,44611000,-382000,None,-1412000,33270000,None,None,None,None,None,None,None,None,None,None,None,None,607000,24264000,None,-22982000
2021-12-31,USD,-61478000,None,None,None,None,7406000,1968000,None,-34840000,None,398000,46545000,None,None,None,None,None,None,None,None,None,None,None,None,394000,None,None,-48472000
2022-12-31,USD,-8845000,None,None,None,None,6690000,1354000,-24796000,20426000,None,-1354000,28367000,None,None,None,None,None,None,None,None,None,None,None,None,385000,18168000,None,11270000
2023-12-31,USD,70512000,None,None,None,None,5600000,5036000,None,33787000,None,-5020000,-66798000,None,None,None,None,None,None,None,None,None,None,None,None,151000,None,None,26306000
2024-12-31,USD,62390000,None,None,None,None,5199000,4559000,None,-10557000,None,-4559000,-25934000,None,None,None,None,None,None,None,None,None,None,None,None,89000,None,None,69279000
2025-12-31,USD,24113000,None,None,None,None,5388000,9973000,None,-33426000,None,-9962000,-27694000,None,None,None,None,None,None,None,None,None,None,None,None,427000,None,None,113987000
