fiscalDateEnding,reportedEPS
1996-08-31,0.66
1997-08-31,0.54
1998-08-31,1.32
1999-08-31,1.35
2000-08-31,1.01
2001-08-31,0.1649
2002-08-31,-1.56
2003-08-31,0.36
2004-08-31,1.25
2005-08-31,2.03
2006-08-31,2.27
2007-08-31,1.37
2008-08-31,1.38
2009-08-31,-0.21
2010-08-31,-0.41
2011-08-31,0.44
2012-08-31,1.92
2013-08-31,1.99
2014-08-31,3.08
2015-08-31,6.12
2016-08-31,5.74
2017-08-31,3.77
2018-08-31,4.02
2019-08-31,2.96
2020-08-31,1.97
2021-08-31,1.09
2022-08-31,1.39
2023-08-31,2.98
2024-08-31,4.97
2025-08-31,6.53
2026-02-28,1.61
