fiscalDateEnding,reportedEPS
1996-12-31,1.7
1997-12-31,2.14
1998-12-31,2.48
1999-12-31,2.69
2000-12-31,2.4
2001-12-31,2.19
2002-12-31,2
2003-12-31,2.05
2004-12-31,2.6
2005-12-31,3.98
2006-12-31,5.19
2007-12-31,6.08
2008-12-31,4.09
2009-12-31,1.87
2010-12-31,2.09
2011-12-31,1.88
2012-12-31,2.44
2013-12-31,2.61
2014-12-31,3.43
2015-12-31,4.52
2016-12-31,6.63
2017-12-31,7.19
2018-12-31,7.76
2019-12-31,9.72
2020-12-31,10.68
2021-12-31,12.25
2022-12-31,12.1
2023-12-31,19.33
2024-12-31,17.4097
2025-12-31,18.8273
2026-03-31,1.93
