date,dividend
1992-03-25,0.02
1992-04-24,0.262
1992-05-22,0.073
1992-06-24,0.08
1992-07-27,0.11
1992-08-25,0.101
1992-09-24,0.13
1992-10-26,0.119
1992-11-23,0.133
1992-12-24,0.101
1993-01-25,0.119
1993-02-22,0.119
1993-03-25,0.089
1993-04-26,0.13
1993-05-24,0.108
1993-06-24,0.115
1993-07-26,0.126
1993-08-25,0.118
1993-09-24,0.094
1993-10-25,0.112
1993-11-23,0.091
1993-12-27,0.079
1994-01-25,0.091
1994-02-22,0.076
1994-03-25,0.1
1994-04-25,0.087
1994-05-24,0.097
1994-06-24,0.093
1994-07-25,0.09
1994-08-25,0.077
1994-09-26,0.109
1994-10-25,0.09
1994-11-23,0.741
1994-12-23,0.093
1995-01-25,0.08
1995-02-22,0.094
1995-03-27,0.078
1995-04-24,0.123
1995-05-24,0.073
1995-06-28,0.101
1995-07-27,0.051
1995-08-29,0.08
1995-09-27,0.075
1995-10-27,0.063
1995-11-28,0.065
1995-12-27,0.078
1996-01-29,0.076
1996-02-27,0.107
1996-03-27,0.083
1996-04-26,0.097
1996-05-29,0.095
1996-06-26,0.117
1996-07-29,0.092
1996-08-28,0.106
1996-09-26,0.088
1996-10-29,0.111
1996-11-26,0.142
1996-12-27,0.229
1997-01-29,0.133
1997-02-26,0.187
1997-03-26,0.133
1997-04-28,0.198
1997-05-28,0.153
1997-06-26,0.184
1997-07-29,0.11
1997-08-27,0.158
1997-09-26,0.094
1997-10-29,0.112
1997-11-25,0.111
1997-12-29,0.154
1998-01-28,0.146
1998-02-25,0.142
1998-03-27,0.395
1998-04-28,0.105
1998-05-27,0.076
1998-06-26,0.086
1998-07-29,0.079
1998-08-27,0.112
1998-09-28,0.08
1998-10-28,0.062
1998-11-25,0.08
1998-12-29,0.096
1999-01-27,0.096
1999-02-24,0.087
1999-03-29,0.084
1999-04-28,0.081
1999-05-26,0.079
1999-06-28,0.08
1999-07-28,0.079
1999-08-27,0.109
1999-09-28,0.091
1999-10-27,0.097
1999-11-26,0.131
1999-12-29,0.152
2000-01-27,0.137
2000-02-25,0.128
2000-03-29,0.119
2000-04-26,0.122
2000-05-26,0.142
2000-06-28,0.14
2000-07-27,0.146
2000-08-29,0.198
2000-09-27,0.213
2000-10-27,0.197
2000-11-28,0.2
2000-12-27,0.175
2001-01-29,0.209
2001-02-26,0.19
2001-03-28,0.276
2001-04-26,0.302
2001-05-29,0.212
2001-06-27,0.184
2001-07-27,0.232
2001-08-29,0.187
2001-09-26,0.147
2001-10-29,0.138
2001-11-28,0.151
2001-12-27,0.142
2002-01-29,0.105
2002-02-26,0.118
2002-03-26,0.079
2002-04-26,0.099
2002-05-29,0.079
2002-06-26,0.108
2002-07-29,0.134
2002-08-28,0.148
2002-09-26,0.133
2002-10-29,0.118
2002-11-26,0.139
2002-12-27,0.208
2003-01-29,0.109
2003-02-26,0.147
2003-03-27,0.176
2003-04-28,0.205
2003-05-28,0.197
2003-06-26,0.209
2003-07-29,0.161
2003-08-27,0.161
2003-09-26,0.188
2003-10-29,0.221
2003-11-25,0.173
2003-12-29,0.166
2004-01-28,0.173
2004-02-25,0.162
2004-03-29,0.172
2004-04-28,0.209
2004-05-26,0.198
2004-06-28,0.185
2004-07-28,0.205
2004-08-27,0.198
2004-09-28,0.252
2004-10-27,0.243
2004-11-26,0.249
2004-12-29,0.239
2005-01-27,0.258
2005-02-24,0.237
2005-03-29,0.229
2005-04-27,0.225
2005-05-26,0.257
2005-06-28,0.26
2005-07-27,0.219
2005-08-29,0.275
2005-09-28,0.346
2005-10-27,0.435
2005-11-28,0.285
2005-12-28,0.352
2006-01-27,0.397
2006-02-24,0.378
2006-03-29,0.4
2006-04-26,0.304
2006-05-26,0.245
2006-06-28,0.295
2006-07-27,0.31
2006-08-29,0.344
2006-09-27,0.37
2006-10-27,0.298
2006-11-28,0.57
2006-12-27,0.329
2007-01-29,0.225
2007-02-26,0.265
2007-03-28,0.268
2007-04-26,0.26
2007-05-29,0.289
2007-06-27,0.297
2007-07-27,0.291
2007-08-29,0.291
2007-09-26,0.249
2007-10-29,0.29
