fiscalDateEnding,reportedEPS
2001-12-31,5.3485
2002-12-31,1.4704
2003-12-31,2.1148
2004-12-31,2.4874
2005-12-31,3.3778
2006-12-31,4.2414
2007-12-31,3.301
2008-12-31,5.157
2009-12-31,1.886
2010-12-31,2.8143
2011-12-31,2.997
2012-12-31,2.2166
2013-12-31,2.5721
2014-12-31,2.3846
2015-12-31,1.2905
2016-12-31,0.9279
2017-12-31,1
2018-12-31,1.43
2019-12-31,0.88
2020-12-31,0.7532
2021-12-31,1.13
2022-12-31,1.95
2023-12-31,1.9246
2024-12-31,0.9467
2025-12-31,0.7568
