fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2005-12-31,USD,6497249,6497249,0,0,6497249,63293,0,2000000,None,None,None,0,None,None,None,-382997,12944047000,13833480,None,0,None,6880246,6497249,6433956
2006-03-31,USD,7164533,7164533,0,0,7164533,112781,0,3000000,None,None,None,0,None,None,None,-425974,7149251,523473,None,0,None,7590507,7164533,7051752
2006-06-30,USD,5227308,5227308,0,0,5227308,163134,0,2000000,None,None,None,0,None,None,None,-326381,5216449,478656,None,0,None,5553689,5227308,5064174
2006-09-30,USD,6195414,6195414,0,0,6195414,48498,0,2000000,None,None,None,0,None,None,None,None,6178866,31950,None,0,None,0,6195414,6146916
2006-12-31,USD,7179899,7179899,0,0,6803307,52179,0,376592,None,None,None,0,None,None,None,752355,15222417000,18262842,None,0,None,6050952,6803307,7185336
2007-03-31,USD,4708958,4708958,0,0,4708958,160508,0,3000000,None,None,None,0,None,None,None,None,4699186,150736,None,0,None,0,4708958,4548450
2007-06-30,USD,5232876,5232876,0,0,5232876,155916,0,3000000,None,None,None,0,None,None,None,None,5222836,145876,None,0,None,0,5232876,5076960
2007-09-30,USD,5040734,5040734,0,0,5040734,58094,0,3000000,None,None,None,0,None,None,None,-295356,5029646,47006,None,0,None,5277996,4982640,4982640
2007-12-31,USD,5246231,5246231,0,0,5246231,48557,0,3000000,None,None,None,0,None,None,None,None,20607961000,14608050,None,0,None,0,5246231,5197674
2008-03-31,USD,6892332,6892332,0,0,6892332,126054,0,2000000,None,None,None,0,None,None,None,-294528,6885854,414104,None,0,None,7060806,6766278,6766278
2008-06-30,USD,8532910,8532910,0,0,8380314,152596,0,152596,None,None,None,0,None,None,None,-262335,8528354,410375,None,0,None,8642649,8380314,8380314
2008-09-30,USD,9171218,9171218,0,0,9114210,57008,0,57008,None,None,None,0,None,None,None,-305668,9163997,355455,None,0,None,9419878,9114210,9114210
2008-12-31,USD,6735823,6735823,0,0,6681618,54205,0,54205,None,None,None,0,None,None,None,-269460,25767154000,24260802,None,0,None,6951078,6681618,6681618
2009-03-31,USD,2805371,2805371,0,0,2669790,135581,0,135581,None,None,None,0,None,None,None,-184804,2805299,320313,None,0,None,2854594,2669790,2669790
2009-06-30,USD,2389287,2389287,0,0,2288694,100593,0,100593,None,None,None,0,None,None,None,-148429,2389205,248940,None,0,None,2437123,2288694,2288694
2009-09-30,USD,2894540,2894540,0,0,2765082,129458,0,129458,None,None,None,0,None,None,None,None,2894511,129429,None,0,None,0,2765082,2765082
2009-12-31,USD,3653570,3653570,0,0,3592572,60998,0,60998,None,None,None,0,None,None,None,333233,20189267000,7723566,None,0,None,3259339,3592572,3592572
2010-03-31,USD,4269134,4269134,0,0,4098576,170558,0,170558,None,None,None,0,None,None,None,-424773,4269080,595277,None,0,None,4523349,4098576,4098576
2010-06-30,USD,4599382,4599382,0,0,4483404,115978,0,115978,None,None,None,0,None,None,None,None,4599294,115890,None,0,None,0,4483404,4483404
