fiscalDateEnding,reportedEPS
1996-12-31,0.95
1997-12-31,1.09
1998-12-31,1.41
1999-12-31,1.7
2000-12-31,1.65
2001-12-31,1.69
2002-12-31,2.08
2003-12-31,2.38
2004-12-31,2.4
2005-12-31,2.58
2006-12-31,2.53
2007-12-31,3.17
2008-12-31,3.38
2009-12-31,3.5
2010-12-31,3.4
2011-12-31,2.26
2012-12-31,2.66
2013-12-31,2.46
2014-12-31,2.61
2015-12-31,2.72
2016-12-31,2.44
2017-12-31,1.58
2018-12-31,1.18
2019-12-31,1.32
2020-12-31,1.67
2021-12-31,1.91
2022-12-31,1.55
2023-12-31,0.19
2024-12-31,-0.21
2025-12-31,-0.13
2026-03-31,0
