fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-05-31,USD,-40482000,None,None,None,None,29222000,16296000,None,-58297000,None,-32625000,144655000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35163000
2007-05-31,USD,-21239000,None,None,None,None,32199000,29891000,None,-8567000,None,-39129000,21973000,None,None,None,None,None,None,None,None,None,None,None,None,-20152000,None,None,58660000
2008-05-31,USD,16926000,None,None,None,None,39952000,30334000,None,-42339000,None,-141965000,151021000,None,None,None,None,None,None,None,None,None,None,-9527000,None,-6480000,None,None,75144000
2009-05-31,USD,64451000,None,None,None,None,40551000,27535000,None,-45414000,None,-24227000,-36167000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,78651000
2010-05-31,USD,153156000,None,None,None,None,38930000,28855000,None,19015000,None,-222340000,36170000,None,None,None,None,None,None,None,None,None,None,None,None,1426000,None,None,43202000
2011-05-31,USD,108598000,None,None,None,None,59296000,124879000,-45026000,-13017000,None,-118735000,-11827000,None,None,None,None,2983000,2983000,None,None,None,None,-2500000,None,12308000,-21937000,27000,69826000
2012-05-31,USD,94217000,None,None,None,None,80333000,91218000,36286000,-47610000,None,-390225000,306843000,None,None,None,None,12081000,12081000,None,None,None,None,-3700000,None,12546000,10287000,-548000,68029000
2013-05-31,USD,162900000,None,None,None,None,108600000,37600000,6000000,16100000,None,-32800000,-123700000,None,None,None,None,12800000,12800000,None,None,None,None,-14600000,None,11100000,7600000,1200000,55500000
2014-05-31,USD,139800000,None,None,None,None,113400000,26500000,16700000,-47900000,None,-40900000,-85900000,None,None,None,None,11800000,11800000,None,None,None,None,-1000000,None,8700000,13900000,900000,73200000
2015-05-31,USD,-43000000,None,None,None,None,123900000,46300000,-28300000,-43200000,None,689200000,-678100000,None,None,None,None,12500000,12500000,None,None,None,None,-151500000,None,7800000,-34500000,-2600000,10400000
2016-05-31,USD,32100000,None,None,None,None,70800000,88400000,-16100000,-26400000,None,-16900000,-38400000,None,None,None,None,10400000,10400000,None,None,None,None,-18800000,None,6700000,-23500000,-300000,40500000
2017-05-31,USD,21800000,None,None,None,None,71000000,33600000,-4000000,-18800000,None,-30100000,-12100000,None,None,None,None,10200000,10200000,None,None,None,None,-19800000,None,11000000,-20900000,-500000,50200000
2018-05-31,USD,64300000,None,None,None,None,40500000,22000000,35900000,-25800000,None,-42900000,10000000,None,None,None,None,10300000,10300000,None,None,None,None,-13100000,None,15300000,31400000,None,73700000
2019-05-31,USD,67400000,None,None,None,None,42800000,17400000,-34400000,-80900000,None,-19000000,-48700000,None,None,None,None,10500000,10500000,None,None,None,None,-10300000,None,13500000,-300000,None,84100000
2020-05-31,USD,-36100000,None,None,None,None,43700000,23600000,14800000,-94500000,None,-24800000,444500000,None,None,None,None,10700000,10700000,None,None,None,None,-4100000,None,7300000,383600000,None,24800000
2021-05-31,USD,105200000,None,None,None,None,36300000,11300000,-4500000,74900000,None,-500000,-469500000,None,None,None,None,100000,100000,None,None,None,None,600000,None,9200000,-364800000,None,46300000
2022-05-31,USD,75200000,None,None,None,None,33100000,17300000,-49000000,-10400000,None,-16500000,-59800000,None,None,None,None,16800000,16800000,None,None,None,None,-42400000,None,8200000,-1100000,None,78500000
2023-05-31,USD,23300000,None,None,None,None,27900000,29500000,-18100000,-23600000,None,-138000000,137700000,None,None,None,None,189700000,189700000,None,None,None,None,-50100000,None,13500000,23000000,None,89800000
2024-05-31,USD,43600000,None,None,None,None,41200000,29700000,None,-90400000,None,-758500000,729200000,None,None,None,None,None,None,None,None,None,None,-5100000,None,15300000,None,None,46300000
2025-05-31,USD,36100000,None,None,None,None,55200000,34700000,None,-109300000,None,10700000,-33700000,None,None,None,None,None,None,None,None,None,None,-10100000,None,19900000,None,None,12500000
