fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,294100000,None,None,None,None,73700000,67600000,None,-160600000,None,-120600000,-235400000,None,None,None,None,8600000,8600000,None,None,None,None,None,None,None,None,None,166200000
2007-12-31,USD,238200000,None,None,None,None,89200000,119600000,None,-105200000,None,-186500000,127800000,None,None,None,None,9500000,9500000,None,None,None,None,None,None,-10700000,None,None,336700000
2008-12-31,USD,309000000,None,None,None,None,91800000,150300000,None,-179900000,None,-2425200000,1926900000,None,None,None,None,10400000,10400000,None,None,None,None,None,None,109200000,None,None,151500000
2009-12-31,USD,339500000,None,None,None,None,131100000,72500000,None,349400000,None,94900000,-507500000,None,None,None,None,10500000,10500000,None,None,None,None,None,None,-63700000,None,None,-8700000
2010-12-31,USD,209300000,None,None,None,None,125500000,36100000,17000000,1100000,None,-24800000,-204400000,None,None,None,None,10600000,10600000,None,None,None,None,0,None,-148700000,-20000000,None,-59400000
2011-12-31,USD,15600000,None,None,None,None,120900000,64900000,None,-114400000,None,98400000,-125900000,None,None,None,None,10600000,10600000,None,None,None,None,0,None,13700000,None,None,28000000
2012-12-31,USD,162300000,None,None,None,None,104600000,72900000,-35600000,-41000000,None,-75500000,-83200000,None,None,None,None,10600000,10600000,None,None,None,None,6400000,None,16400000,4800000,1200000,101700000
2013-12-31,USD,323100000,None,None,None,None,103800000,110700000,74300000,-22200000,None,-82200000,-256400000,None,None,None,None,10700000,10700000,None,None,None,None,0,None,14900000,-18300000,-2800000,141800000
2014-12-31,USD,81000000,None,None,None,None,103500000,84800000,10300000,9000000,None,-66300000,4000000,None,None,None,None,10800000,10800000,None,None,None,None,0,None,1900000,13100000,-5600000,144500000
2015-12-31,USD,100800000,None,None,None,None,104300000,68100000,-15800000,2100000,None,14100000,-112900000,None,None,None,None,10900000,10900000,None,None,None,None,7900000,None,9600000,-4600000,-6600000,63500000
2016-12-31,USD,-626200000,None,None,None,None,48600000,45900000,50600000,52700000,None,414200000,219400000,None,None,None,None,0,0,None,None,None,None,1361700000,None,-700000,6500000,900000,-375800000
2017-12-31,USD,-324900000,None,None,None,None,38100000,28900000,-13900000,55600000,None,381300000,-9700000,None,None,None,None,0,0,None,None,None,None,5700000,None,8500000,49300000,2400000,9400000
2018-12-31,USD,-513000000,None,None,None,None,36400000,31700000,-534800000,-72700000,None,534400000,-1300000,None,None,None,None,None,None,None,None,None,None,2500000,None,7400000,20100000,None,-67100000
2019-12-31,USD,-53300000,None,None,None,None,35300000,35100000,-121300000,-18300000,None,108400000,3700000,None,None,None,None,400000,400000,None,None,None,None,-7400000,None,10100000,58800000,None,46600000
2020-12-31,USD,-35100000,None,None,None,None,37500000,26300000,-30300000,8300000,None,-25800000,-14800000,None,None,None,None,100000,100000,None,None,None,None,-12000000,None,6000000,-75700000,None,-19100000
2021-12-31,USD,76200000,None,None,None,None,46900000,40400000,-4200000,-68300000,None,-226300000,100900000,None,None,None,None,None,None,None,None,None,None,5800000,None,7100000,-49200000,None,11000000
2022-12-31,USD,76900000,None,None,None,None,63700000,61800000,-28100000,-42000000,None,-58000000,-29900000,None,None,None,None,25000000,25000000,None,None,None,None,-3000000,None,8500000,-11000000,None,-123600000
2023-12-31,USD,63000000,None,None,None,None,59800000,77400000,None,-46700000,None,-71800000,-21400000,None,None,None,None,12100000,12100000,None,None,None,None,-5500000,None,11500000,None,None,39200000
2024-12-31,USD,49200000,None,None,None,None,62900000,45700000,None,21400000,None,-40400000,6700000,None,None,None,None,None,None,None,None,None,None,-5700000,None,10900000,None,None,55800000
2025-12-31,USD,22200000,None,None,None,None,63000000,37500000,None,-11600000,None,-49500000,54800000,None,None,None,None,None,None,None,None,None,None,0,None,9500000,None,None,7200000
