fiscalDateEnding,reportedEPS
1996-06-30,0.9
1997-06-30,0.89
1998-06-30,0.88
1999-06-30,0.38
2000-06-30,1.3
2001-06-30,1.88
2002-06-30,1.09
2003-06-30,0.67
2004-06-30,1.21
2005-06-30,2.32
2006-06-30,2.1155
2007-06-30,3.0985
2008-06-30,2.78
2009-06-30,-0.23
2010-06-30,1.54
2011-06-30,4.9
2012-06-30,4.65
2013-06-30,3.3
2014-06-30,3.56
2015-06-30,2.98
2016-06-30,4.67
2017-06-30,5.94
2018-06-30,8.01
2019-06-30,8.48
2020-06-30,10.34
2021-06-30,14.55
2022-06-30,21.17
2023-06-30,25.33
2024-06-30,23.76
2025-06-30,33
2026-03-31,17.66
