fiscalDateEnding,reportedEPS
1996-12-31,3.13
1997-12-31,3
1998-12-31,2.48
1999-12-31,0.36
2000-12-31,1.81
2001-12-31,0.45
2002-12-31,-0.46
2003-12-31,0.37
2004-12-31,0.87
2005-12-31,1.59
2006-12-31,1.69
2007-12-31,1.49
2008-12-31,2.45
2009-12-31,0.99
2010-12-31,1.21
2011-12-31,1.73
2012-12-31,1.97
2013-12-31,2.26
2014-12-31,1.47
2015-12-31,0.96
2016-12-31,0.59
2017-12-31,0.94
2018-12-31,1.89
2019-12-31,0.59
2020-12-31,-1.29
2021-12-31,8.1
2022-12-31,8.91
2023-12-31,3.77
2024-12-31,1.08
2025-12-31,-0.33
2026-03-31,0
