fiscalDateEnding,reportedEPS
1997-12-31,0.08
1998-12-31,0.14
1999-12-31,0.2
2000-12-31,0.23
2001-12-31,0.23
2002-12-31,0.35
2003-12-31,0.52
2004-12-31,0.66
2005-12-31,0.65
2006-12-31,0.72
2007-12-31,0.88
2008-12-31,0.9
2009-12-31,1.01
2010-12-31,1.14
2011-12-31,1.37
2012-12-31,1.54
2013-12-31,1.65
2014-12-31,1.94
2015-12-31,1.81
2016-12-31,1.74
2017-12-31,2.03
2018-12-31,2.19
2019-12-31,2.54
2020-12-31,2.96
2021-12-31,3.49
2022-12-31,2.78
2023-12-31,2.91
2024-12-31,3.17
2025-12-31,3.45
2026-03-31,0
