fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
1998-03-31,1998-03-31,0.0752,None,0,None,pre-market
1998-06-30,1998-06-30,0.0971,None,0,None,pre-market
1998-09-30,1998-09-30,0.0641,None,0,None,pre-market
1999-03-31,1999-03-31,0.0212,None,0,None,pre-market
1999-06-30,1999-06-30,-0.0519,None,0,None,pre-market
1999-09-30,1999-09-30,0.0091,None,0,None,pre-market
2000-03-31,2000-05-15,0.0735,None,0,None,pre-market
2000-06-30,2000-08-14,0.0128,None,0,None,pre-market
2000-09-30,2000-11-14,0.0226,None,0,None,pre-market
2001-03-31,2001-05-15,0.021,None,0,None,pre-market
2001-06-30,2001-08-15,0.0242,None,0,None,pre-market
2001-09-30,2001-11-15,0.0297,None,0,None,pre-market
2001-12-31,2002-03-25,0.0166,None,0,None,pre-market
2002-03-31,2002-05-14,-0.1702,None,0,None,pre-market
2002-06-30,2002-08-14,0.0436,None,0,None,pre-market
2002-09-30,2002-11-14,0.0424,None,0,None,pre-market
2002-12-31,2003-03-21,0.05,None,0,None,pre-market
2003-03-31,2003-05-02,0.0546,None,0,None,pre-market
2003-06-30,2003-08-07,0.0479,None,0,None,pre-market
2003-09-30,2003-11-12,0.0607,None,0,None,pre-market
2003-12-31,2004-03-02,0.045,None,0,None,pre-market
2004-03-31,2004-04-27,0.0615,None,0,None,pre-market
2004-06-30,2004-07-29,0.07,0.06,0.01,16.6667,pre-market
2004-09-30,2004-10-28,0.07,0.08,-0.01,-12.5,pre-market
2004-12-31,2005-03-02,0.0585,None,0,None,pre-market
2005-03-31,2005-04-27,0.08,0.07,0.01,14.2857,pre-market
2005-06-30,2005-07-20,0.1286,None,0,None,pre-market
2005-09-30,2005-10-26,0.088,None,0,None,pre-market
2005-12-31,2006-03-02,0.18,0.12,0.06,50,pre-market
2006-03-31,2006-04-26,0.22,0.17,0.05,29.4118,pre-market
2006-06-30,2006-07-24,0.254,None,0,None,pre-market
2006-09-30,2006-11-01,0.26,0.26,0,0,pre-market
2006-12-31,2007-03-15,0.31,0.27,0.04,14.8148,pre-market
2007-03-31,2007-04-24,0.33,0.3,0.03,10,pre-market
2007-06-30,2007-07-30,0.28,0.33,-0.05,-15.1515,pre-market
2007-09-30,2007-10-25,0.33,0.3,0.03,10,pre-market
2007-12-31,2008-03-05,0.42,0.41,0.01,2.439,pre-market
2008-03-31,2008-05-12,0.4,0.4,0,0,pre-market
2008-06-30,2008-07-30,0.47,0.43,0.04,9.3023,pre-market
2008-09-30,2008-10-29,0.51,0.49,0.02,4.0816,pre-market
2008-12-31,2009-03-10,0.51,0.49,0.02,4.0816,pre-market
2009-03-31,2009-05-07,0.23,0.21,0.02,9.5238,pre-market
2009-06-30,2009-07-30,0.15,0.15,0,0,pre-market
2009-09-30,2009-11-03,0.19,0.18,0.01,5.5556,pre-market
2009-12-31,2010-03-22,0.19,0.18,0.01,5.5556,pre-market
2010-03-31,2010-05-03,0.26,0.21,0.05,23.8095,pre-market
2010-06-30,2010-07-22,0.31,0.28,0.03,10.7143,pre-market
2010-09-30,2010-11-01,0.36,0.34,0.02,5.8824,pre-market
2010-12-31,2011-03-16,0.39,0.37,0.02,5.4054,pre-market
2011-03-31,2011-05-04,0.42,0.38,0.04,10.5263,pre-market
2011-06-30,2011-07-27,0.5,0.46,0.04,8.6957,pre-market
2011-09-30,2011-10-26,0.55,0.52,0.03,5.7692,pre-market
2011-12-31,2012-02-29,0.61,0.54,0.07,12.963,pre-market
2012-03-31,2012-05-02,0.77,0.62,0.15,24.1935,pre-market
2012-06-30,2012-08-01,0.8,0.78,0.02,2.5641,pre-market
2012-09-30,2012-11-01,0.86,0.79,0.07,8.8608,pre-market
2012-12-31,2013-02-27,0.92,0.83,0.09,10.8434,pre-market
2013-03-31,2013-05-01,0.87,0.95,-0.08,-8.4211,pre-market
2013-06-30,2013-08-01,0.9,0.89,0.01,1.1236,pre-market
2013-09-30,2013-10-30,1.07,1.02,0.05,4.902,pre-market
2013-12-31,2014-03-03,1.1,1.06,0.04,3.7736,pre-market
2014-03-31,2014-05-12,0.75,1.17,-0.42,-35.8974,pre-market
2014-06-30,2014-07-31,1,0.9,0.1,11.1111,pre-market
2014-09-30,2014-11-03,1.14,1.1,0.04,3.6364,post-market
2014-12-31,2015-03-02,0.95,1.08,-0.13,-12.037,post-market
2015-03-31,2015-05-07,0.63,0.81,-0.18,-22.2222,post-market
2015-06-30,2015-08-10,0.47,0.7,-0.23,-32.8571,pre-market
2015-09-30,2015-11-05,0.32,0.36,-0.04,-11.1111,post-market
2015-12-31,2016-02-26,0.36,0.25,0.11,44,pre-market
2016-03-31,2016-05-12,-0.35,0.09,-0.44,-488.8889,post-market
2016-06-30,2016-08-09,0.34,-0.05,0.39,780,post-market
