fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,442100000,None,None,None,None,256600000,268300000,None,-32700000,None,-341100000,-59900000,None,None,None,None,51800000,51800000,None,None,None,None,None,None,35200000,None,None,211600000
2007-12-31,USD,603500000,None,None,None,None,264600000,293900000,None,-34700000,None,-368000000,-159300000,None,None,None,None,39400000,39400000,None,None,None,None,-47000000,None,16000000,None,None,288500000
2008-12-31,USD,400800000,None,None,None,None,286800000,369700000,None,-26300000,None,-485100000,5100000,None,None,None,None,51100000,51100000,None,None,None,None,-55900000,None,28300000,None,None,-35600000
2009-12-31,USD,351000000,None,None,None,None,260900000,172000000,-106600000,143000000,None,-154800000,44800000,None,None,None,None,22600000,22600000,None,None,None,None,-8600000,None,22000000,254000000,13000000,36400000
2010-12-31,USD,538900000,None,None,None,None,271200000,276600000,-239000000,-79000000,None,-429500000,-13200000,None,None,None,None,10900000,10900000,None,None,None,None,-325700000,None,22800000,92500000,-3700000,396200000
2011-12-31,USD,708200000,None,None,None,None,283000000,393700000,-150600000,-38600000,None,-564500000,-219700000,None,None,None,None,13900000,13900000,None,None,None,None,-357600000,None,21800000,-90300000,-14300000,592100000
2012-12-31,USD,878700000,None,None,None,None,288600000,407400000,43800000,-5300000,None,-345200000,-188600000,None,None,None,None,21900000,21900000,None,None,None,None,-295900000,None,56700000,356100000,11200000,522400000
2013-12-31,USD,718800000,None,None,None,None,299400000,417800000,-91700000,-14800000,None,-384800000,-135400000,None,None,None,None,56800000,56800000,None,None,None,None,-225500000,None,36600000,223800000,25200000,651000000
2014-12-31,USD,801800000,None,None,None,None,330400000,563000000,-248700000,-39700000,None,-665100000,-201700000,None,None,None,None,116100000,116100000,None,None,None,None,-139900000,None,32100000,-141700000,-76700000,687500000
2015-12-31,USD,867900000,None,None,None,None,320200000,577300000,-81800000,-52900000,None,-1759100000,736600000,None,None,None,None,116700000,116700000,None,None,None,None,-349800000,None,40200000,-220100000,-65500000,646400000
2016-12-31,USD,1035700000,None,None,None,None,391400000,500600000,-137500000,-36500000,None,-404200000,-733800000,None,None,None,None,113400000,113400000,None,None,None,None,-288000000,None,43600000,-134000000,-31700000,160200000
2017-12-31,USD,1180300000,None,None,None,None,407800000,560000000,-167900000,-84500000,None,-752300000,-362500000,None,None,None,None,124100000,124100000,None,None,None,None,-100000000,None,52700000,101600000,36100000,483300000
2018-12-31,USD,1126500000,None,None,None,None,431300000,546600000,-42900000,-53300000,None,-514500000,-383000000,None,None,None,None,142000000,142000000,None,None,None,None,-150000000,None,52900000,194100000,-34500000,984600000
2019-12-31,USD,1008000000,None,None,None,None,439000000,481000000,19000000,-36000000,None,-489000000,-420000000,None,None,None,None,140000000,140000000,None,None,None,None,-100000000,None,42000000,93000000,-6000000,797000000
2020-12-31,USD,1224000000,None,None,None,None,568000000,501000000,None,-28000000,None,-866000000,437000000,None,None,None,None,146000000,146000000,None,None,None,None,-216000000,None,41000000,818000000,63000000,567000000
2021-12-31,USD,1306000000,None,None,None,None,772000000,668000000,None,-268000000,None,-1395000000,286000000,None,None,None,None,162000000,162000000,None,None,None,None,-33000000,None,62000000,194000000,-3000000,639000000
2022-12-31,USD,1569000000,None,None,None,None,721000000,723000000,None,-215000000,None,-1418000000,-567000000,None,None,None,None,161000000,161000000,None,None,None,None,-240000000,None,75000000,-416000000,None,1026000000
2023-12-31,USD,1309000000,None,None,None,None,582000000,832000000,None,-72000000,None,-694000000,-419000000,None,None,None,None,130000000,130000000,None,None,None,None,-177000000,None,58000000,None,None,632000000
2024-12-31,USD,1352000000,None,None,None,None,673000000,671000000,None,31000000,None,-603000000,-167000000,None,None,None,None,98000000,98000000,None,None,None,None,-402000000,None,62000000,None,None,367000000
2025-12-31,USD,1648000000,None,None,None,None,719000000,469000000,None,105000000,None,-368000000,-1116000000,None,None,None,None,119000000,119000000,None,None,None,None,-508000000,None,-22000000,None,None,277000000
