fiscalDateEnding,reportedEPS
1996-12-31,0.05
1997-12-31,0.82
1998-12-31,1.64
1999-12-31,2.17
2000-12-31,1.43
2001-12-31,0.72
2002-12-31,0.55
2003-12-31,0.72
2004-12-31,1.24
2005-12-31,1.98
2006-12-31,3.64
2007-12-31,5.95
2008-12-31,5.26
2009-12-31,-2.51
2010-12-31,-1.5
2011-12-31,0.49
2012-12-31,1.86
2013-12-31,2.3
2014-12-31,2.35
2015-12-31,1.84
2016-12-31,0.85
2017-12-31,1.39
2018-12-31,2.72
2019-12-31,3.26
2020-12-31,0.12
2021-12-31,3.04
2022-12-31,4.35
2023-12-31,7.59
2024-12-31,5.99
2025-12-31,4.54
2026-03-31,0.98
