fiscalDateEnding,reportedEPS
1998-12-31,1.5814
1999-12-31,1.9409
2000-12-31,2.1999
2001-12-31,2.5005
2002-12-31,1.9611
2003-12-31,2.79
2004-12-31,4.3546
2005-12-31,3.2436
2006-12-31,3.25
2007-12-31,3.35
2008-12-31,2.06
2009-12-31,0.34
2010-12-31,3.2019
2011-12-31,2.51
2012-12-31,1.58
2013-12-31,1.14
2014-12-31,4.15
2015-12-31,3.59
2016-12-31,4.33
2017-12-31,1.45
2018-12-31,1.35
2019-12-31,3.05
2020-12-31,-1.69
2021-12-31,0.57
2022-12-31,0.64
2023-12-31,0.26
2024-12-31,0.04
2025-12-31,4.2
2026-03-31,0
