fiscalDateEnding,reportedEPS
1996-12-31,1.34
1997-12-31,1.33
1998-12-31,1.4
1999-12-31,1.67
2000-12-31,1.78
2001-12-31,1.85
2002-12-31,1.87
2003-12-31,1.86
2004-12-31,1.53
2005-12-31,1.84
2006-12-31,1.83
2007-12-31,2.78
2008-12-31,2.92
2009-12-31,3.12
2010-12-31,3.15
2011-12-31,2.74
2012-12-31,2.44
2013-12-31,2.58
2014-12-31,2.76
2015-12-31,2.91
2016-12-31,2.9
2017-12-31,2.93
2018-12-31,3.12
2019-12-31,3.28
2020-12-31,3.43
2021-12-31,3.65
2022-12-31,3.47
2023-12-31,3.48
2024-12-31,3.68
2025-12-31,4.05
