date,dividend
1999-10-27,0.0575
2000-02-03,0.125
2000-04-27,0.125
2000-07-27,0.125
2000-10-31,0.125
2001-01-29,0.125
2001-05-02,0.125
2001-08-01,0.125
2001-10-31,0.125
2002-01-31,0.125
2002-05-01,0.125
2002-07-30,0.125
2002-10-30,0.125
2003-01-30,0.13125
2003-05-01,0.13125
2003-08-01,0.13125
2003-10-30,0.13125
2004-02-03,0.14075
2004-04-29,0.15625
2004-07-29,0.1625
2004-10-28,0.1625
2005-02-03,0.1875
2005-05-04,0.1875
2005-08-03,0.20625
2005-11-02,0.2065
2006-02-02,0.23
2006-05-04,0.23
2006-08-03,0.25
2006-11-02,0.25
2007-02-05,0.27
2007-05-04,0.27
2007-08-03,0.28
2007-11-05,0.28
2008-02-05,0.2925
2008-05-06,0.2925
2008-08-05,0.33
2008-11-05,0.35
2009-02-04,0.3575
2009-05-06,0.365
2009-08-05,0.3725
2009-11-04,0.38
2010-02-03,0.3875
2010-05-05,0.395
2010-08-04,0.405
2010-11-03,0.415
2011-02-03,0.43
2011-05-04,0.445
2011-08-03,0.4615
2011-11-03,0.4775
2012-02-03,0.495
2012-05-04,0.5125
2012-08-03,0.5315
2012-11-05,0.5425
2013-02-05,0.5535
2013-05-06,0.565
2013-08-05,0.5765
2013-11-05,0.5875
2014-02-05,0.599
2014-05-06,0.6115
2014-08-05,0.625
2014-11-05,0.638
2015-02-04,0.65
2015-05-06,0.663
2015-08-05,0.675
2015-11-04,0.675
2016-02-03,0.675
2016-05-04,0.438
2016-08-03,0.438
2016-11-03,0.438
2017-02-03,0.438
2017-05-04,0.438
2017-08-03,0.5
2017-11-06,0.505
2018-02-06,0.51
2018-05-07,0.515
2018-08-06,0.52
2018-11-06,0.525
2019-02-06,0.53
2019-05-07,0.535
2019-08-06,0.54
2019-11-06,0.54
2020-02-06,0.4
2021-05-06,0.1
2021-08-05,0.1
2021-11-04,0.2
2022-02-04,0.25
2022-05-05,0.35
2022-08-04,0.4
2022-11-04,0.5
2023-02-06,0.7
2023-05-05,0.7
2023-08-04,0.7
2023-11-06,0.7
2024-02-06,0.7
2024-05-07,0.7
2024-08-07,0.7
2024-11-07,0.7
2025-02-07,0.7
2025-05-08,0.7
2025-08-07,0.6
2025-11-07,0.6
2026-02-06,0.6
