fiscalDateEnding,reportedEPS
1996-12-31,0.61
1997-12-31,0.73
1998-12-31,0.9
1999-12-31,1.2
2000-12-31,1.52
2001-12-31,1.33
2002-12-31,1.84
2003-12-31,1.99
2004-12-31,2.18
2005-12-31,2.41
2006-12-31,2.61
2007-12-31,2.48
2008-12-31,1.62
2009-12-31,0.96
2010-12-31,1.73
2011-12-31,2.4
2012-12-31,2.89
2013-12-31,3.01
2014-12-31,3.08
2015-12-31,3.16
2016-12-31,3.24
2017-12-31,3.43
2018-12-31,4.1
2019-12-31,4.32
2020-12-31,3.07
2021-12-31,5.1
2022-12-31,4.46
2023-12-31,4.32
2024-12-31,3.98
2025-12-31,4.62
2026-03-31,1.18
