fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2005-09-30,2005-11-11,0.18,0.13,0.05,38.4615,pre-market
2005-12-31,2006-02-15,-0.06,0.01,-0.07,-700,pre-market
2006-03-31,2006-05-15,0.01,0.13,-0.12,-92.3077,pre-market
2006-06-30,2006-08-04,0.21,0.21,0,0,pre-market
2006-09-30,2006-11-09,0.37,0.34,0.03,8.8235,pre-market
2006-12-31,2007-03-28,0.16,0.22,-0.06,-27.2727,pre-market
2007-03-31,2007-05-14,0.21,0.21,0,0,pre-market
2007-06-30,2007-08-14,0.26,0.29,-0.03,-10.3448,pre-market
2007-09-30,2007-11-08,0.33,0.34,-0.01,-2.9412,pre-market
2007-12-31,2008-03-12,0.21,0.33,-0.12,-36.3636,pre-market
2008-03-31,2008-05-07,0.27,0.2,0.07,35,pre-market
2008-06-30,2008-08-07,0.35,0.27,0.08,29.6296,pre-market
2008-09-30,2008-11-06,0.33,0.3,0.03,10,pre-market
2008-12-31,2009-03-10,0.2,0.29,-0.09,-31.0345,pre-market
2009-03-31,2009-05-07,0.06,-0.04,0.1,250,pre-market
2009-06-30,2009-08-06,0.12,0.12,0,0,pre-market
2009-09-30,2009-11-05,0.16,0.15,0.01,6.6667,pre-market
2009-12-31,2010-03-09,0.21,0.18,0.03,16.6667,pre-market
2010-03-31,2010-05-06,0.23,0.2,0.03,15,pre-market
2010-06-30,2010-08-05,0.24,0.26,-0.02,-7.6923,pre-market
2010-09-30,2010-11-04,0.28,0.27,0.01,3.7037,pre-market
2010-12-31,2011-03-14,0.32,0.29,0.03,10.3448,pre-market
2011-03-31,2011-05-05,0.47,0.47,0,0,pre-market
2011-06-30,2011-08-04,0.57,0.56,0.01,1.7857,pre-market
2011-09-30,2011-11-02,0.57,0.52,0.05,9.6154,pre-market
2011-12-31,2012-02-23,0.59,0.58,0.01,1.7241,pre-market
2012-03-31,2012-05-08,0.48,0.6,-0.12,-20,pre-market
2012-06-30,2012-08-07,0.45,0.51,-0.06,-11.7647,pre-market
2012-09-30,2012-11-06,0.28,0.37,-0.09,-24.3243,pre-market
2012-12-31,2013-02-26,0.26,0.18,0.08,44.4444,pre-market
2013-03-31,2013-05-07,0.1,0.15,-0.05,-33.3333,pre-market
2013-06-30,2013-08-06,0.16,0.14,0.02,14.2857,pre-market
2013-09-30,2013-11-05,0.14,0.13,0.01,7.6923,pre-market
2013-12-31,2014-02-26,0.05,0.18,-0.13,-72.2222,pre-market
2014-03-31,2014-05-07,0.2,0.21,-0.01,-4.7619,pre-market
2014-06-30,2014-08-06,0.07,0.15,-0.08,-53.3333,pre-market
2014-09-30,2014-11-05,0.13,0.06,0.07,116.6667,post-market
2014-12-31,2015-02-25,0.12,-0.01,0.13,1300,post-market
2015-03-31,2015-05-05,-0.08,-0.09,0.01,11.1111,post-market
2015-06-30,2015-08-05,-3.59,-0.16,-3.43,-2143.75,post-market
2015-09-30,2015-11-04,-0.08,-0.18,0.1,55.5556,post-market
2015-12-31,2016-02-17,-0.01,-0.11,0.1,90.9091,post-market
2016-03-31,2016-05-04,0.14,0.09,0.05,55.5556,post-market
2016-06-30,2016-08-03,0.24,0.13,0.11,84.6154,post-market
2016-09-30,2016-11-02,0.16,0.1,0.06,60,post-market
2016-12-31,2017-02-13,0.34,0.22,0.12,54.5455,post-market
2017-03-31,2017-05-08,0.32,0.18,0.14,77.7778,post-market
2017-06-30,2017-08-08,0.33,0.27,0.06,22.2222,post-market
2017-09-30,2017-11-01,0.32,0.33,-0.01,-3.0303,post-market
2017-12-31,2018-02-21,0.45,0.39,0.06,15.3846,post-market
2018-03-31,2018-05-08,0.56,0.42,0.14,33.3333,post-market
2018-06-30,2018-08-01,0.33,0.32,0.01,3.125,post-market
2018-09-30,2018-11-01,0.49,0.36,0.13,36.1111,post-market
2018-12-31,2019-02-27,0.46,0.5,-0.04,-8,post-market
2019-03-31,2019-05-02,0.33,0.31,0.02,6.4516,post-market
2019-06-30,2019-08-01,0.21,0.22,-0.01,-4.5455,post-market
2019-09-30,2019-10-31,0.24,0.23,0.01,4.3478,post-market
2019-12-31,2020-02-27,0.05,0.18,-0.13,-72.2222,post-market
2020-03-31,2020-05-07,0.1,-0.09,0.19,211.1111,post-market
2020-06-30,2020-08-04,0.29,0.01,0.28,2800,post-market
2020-09-30,2020-11-09,-2.37,-0.2,-2.17,-1085,post-market
2020-12-31,2021-03-05,-1.03,0.04,-1.07,-2675,post-market
2021-03-31,2021-05-06,0.0523,0.16,-0.1077,-67.3125,post-market
2021-06-30,2021-08-09,3.7,2.91,0.79,27.1478,post-market
2021-09-30,2021-11-02,3.5,4.01,-0.51,-12.7182,post-market
2021-12-31,2022-02-28,5.69,5.03,0.66,13.1213,post-market
2022-03-31,2022-05-03,6.15,5.17,0.98,18.9555,post-market
2022-06-30,2022-08-02,5.09,4.53,0.56,12.362,post-market
2022-09-30,2022-11-01,3.69,4.31,-0.62,-14.3852,post-market
2022-12-31,2023-02-28,3.13,2.3,0.83,36.087,post-market
2023-03-31,2023-05-02,7.14,4.89,2.25,46.0123,post-market
2023-06-30,2023-08-01,2.65,1.79,0.86,48.0447,post-market
2023-09-30,2023-10-31,3.42,2.41,1.01,41.9087,post-market
2023-12-31,2024-02-27,5.01,3.9,1.11,28.4615,post-market
2024-03-31,2024-04-30,3.76,4.39,-0.63,-14.3508,post-market
2024-06-30,2024-08-06,2.97,3.03,-0.06,-1.9802,post-market
2024-09-30,2024-11-05,3.42,2.93,0.49,16.7235,post-market
2024-12-31,2025-02-25,4.7956,4.1198,0.6758,16.4037,pre-market
2025-03-31,2025-04-28,5.6254,5.2286,0.3968,7.589,pre-market
2025-06-30,2025-08-06,9.12,5.27,3.85,73.055,pre-market
2025-09-30,2025-11-04,4.93,5,-0.07,-1.4,pre-market
2025-12-31,2026-03-03,5.7491,6.04,-0.2909,-4.8162,pre-market
