fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2000-09-30,USD,987038,None,None,None,None,482060,0,None,None,None,None,-266951,None,None,None,None,813634,813634,None,None,None,None,None,None,None,None,None,845481
2000-12-31,USD,1061724,None,None,None,None,479372,7576853,None,None,None,None,5597687,None,None,None,None,836383,836383,None,None,None,None,None,None,None,None,None,1137760
2001-06-30,USD,1984017,None,None,None,None,621468,15271393,None,None,None,None,9144554,None,None,None,None,924722,924722,None,None,None,None,None,None,None,None,None,1111841
2001-09-30,USD,295548,None,None,None,None,674602,208020,None,None,None,None,-1085633,None,None,None,None,1003380,1003380,None,None,None,None,None,None,None,None,None,1027869
2001-12-31,USD,2196246,None,None,None,None,733788,18019014,None,None,None,None,14439397,None,None,None,None,1046947,1046947,None,None,None,None,None,None,None,None,None,1202345
2002-06-30,USD,1731638,None,None,None,None,815189,6822137,None,None,None,None,2960914,None,None,None,None,1039318,1039318,None,None,None,None,None,None,None,None,None,1387289
2002-09-30,USD,1295054,None,None,None,None,816882,59206,None,None,None,None,2419758,None,None,None,None,1048640,1048640,None,None,None,None,None,None,None,None,None,815469
2002-12-31,USD,2394168,None,None,None,None,874649,19211606,None,None,None,None,15784058,None,None,None,None,1104811,1104811,None,None,None,None,None,None,None,None,None,1438428
2003-06-30,USD,2849152,None,None,None,None,960901,7187866,None,None,None,None,6565657,None,None,None,None,1208407,1208407,None,None,None,None,None,None,None,None,None,2030911
2003-09-30,USD,1999575,None,None,None,None,1047584,795507,None,None,None,None,1042207,None,None,None,None,1184801,1184801,None,None,None,None,None,None,None,None,None,1508875
2003-12-31,USD,1711053,None,None,None,None,1016332,270140,None,None,None,None,-5130942,None,None,None,None,1338409,1338409,None,None,None,None,None,None,None,None,None,2754883
2004-06-30,USD,3028570,None,None,None,None,1090444,24453,None,None,None,None,-552577,None,None,None,None,1523218,1523218,None,None,None,None,None,None,None,None,None,1788748
2004-09-30,USD,2726560,None,None,None,None,1178215,160466,None,None,None,None,-1632425,None,None,None,None,1560783,1560783,None,None,None,None,None,None,None,None,None,1042472
2004-12-31,USD,2423124,None,None,None,None,1143923,23786282,None,None,None,None,22775365,None,None,None,None,1595947,1595947,None,None,None,None,None,None,None,None,None,2220714
