fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2009-09-30,2009-12-10,0.07,0.06,0.01,16.6667,pre-market
2009-12-31,2010-02-08,0.07,0.06,0.01,16.6667,pre-market
2010-03-31,2010-05-07,0.09,0.06,0.03,50,pre-market
2010-06-30,2010-08-06,0.07,0.07,0,0,pre-market
2011-09-30,2011-12-12,0.05,0.11,-0.06,-54.5455,pre-market
2011-12-31,2012-02-08,0.12,0.08,0.04,50,pre-market
2012-03-31,2012-05-09,0.18,0.08,0.1,125,pre-market
2012-06-30,2012-08-09,0.05,0.08,-0.03,-37.5,pre-market
2012-09-30,2012-12-12,0.02,0.04,-0.02,-50,pre-market
2012-12-31,2013-02-07,0.09,0.01,0.08,800,pre-market
2013-03-31,2013-05-08,0.13,0.04,0.09,225,pre-market
2013-06-30,2013-08-07,0.05,0.05,0,0,pre-market
2013-09-30,2013-12-11,0.03,0.05,-0.02,-40,pre-market
2013-12-31,2014-02-05,0.05,0.04,0.01,25,pre-market
2014-03-31,2014-05-07,0.05,0.06,-0.01,-16.6667,pre-market
2014-06-30,2014-08-06,0.07,0.06,0.01,16.6667,pre-market
2014-09-30,2014-12-10,0.06,0.04,0.02,50,post-market
2014-12-31,2015-02-04,0.06,0.05,0.01,20,post-market
2015-03-31,2015-05-06,0.04,0.06,-0.02,-33.3333,post-market
2015-06-30,2015-08-05,0.05,0.05,0,0,post-market
2015-09-30,2015-12-09,0.05,0.06,-0.01,-16.6667,post-market
2015-12-31,2016-02-03,0.08,0.06,0.02,33.3333,post-market
2016-03-31,2016-05-04,0.08,0.07,0.01,14.2857,post-market
2016-06-30,2016-08-03,0.09,0.08,0.01,12.5,post-market
2016-09-30,2016-11-28,0.07,0.08,-0.01,-12.5,post-market
2016-12-31,2017-02-08,0.09,0.09,0,0,post-market
2017-03-31,2017-05-03,0.07,0.09,-0.02,-22.2222,post-market
2017-06-30,2017-08-09,0.07,0.09,-0.02,-22.2222,post-market
2017-09-30,2017-11-29,0.09,0.1,-0.01,-10,post-market
2017-12-31,2018-02-07,0.17,0.1,0.07,70,post-market
2018-03-31,2018-05-08,0.1,0.13,-0.03,-23.0769,post-market
2018-06-30,2018-08-01,0.13,0.12,0.01,8.3333,post-market
2018-09-30,2018-11-28,0.1,0.11,-0.01,-9.0909,post-market
2018-12-31,2019-02-07,-0.36,0.1,-0.46,-460,post-market
2019-03-31,2019-05-09,0.26,0.21,0.05,23.8095,post-market
2019-06-30,2019-08-01,-0.03,0.1,-0.13,-130,post-market
2019-09-30,2019-11-25,0.24,0.1,0.14,140,post-market
2019-12-31,2020-02-06,0.04,0.11,-0.07,-63.6364,post-market
2020-03-31,2020-05-06,-0.77,0.09,-0.86,-955.5556,post-market
2020-06-30,2020-08-04,0.27,0.13,0.14,107.6923,post-market
2020-09-30,2020-11-23,-0.03,0.04,-0.07,-175,post-market
2020-12-31,2021-02-04,0.26,0.07,0.19,271.4286,post-market
2021-03-31,2021-05-04,0.26,0.06,0.2,333.3333,post-market
2021-06-30,2021-08-02,0.14,0.08,0.06,75,pre-market
2021-09-30,2021-11-12,-0.25,0.08,-0.33,-412.5,post-market
2021-12-31,2022-02-04,0.12,None,0,None,post-market
2023-09-30,2023-12-06,0.88,1.42,-0.54,-38.0282,post-market
2023-12-31,2024-02-28,0.99,0.93,0.06,6.4516,pre-market
2024-03-31,2024-04-01,-1.9418,0.92,-2.8618,-311.0652,post-market
2024-06-30,2024-08-13,0.42,0.62,-0.2,-32.2581,post-market
2024-09-30,2024-12-06,0.6951,0.58,0.1151,19.8448,post-market
2024-12-31,2025-03-13,0.34,0.97,-0.63,-64.9485,pre-market
2025-03-31,2025-05-13,0.3068,0.6787,-0.3719,-54.7959,post-market
2025-06-30,2025-08-07,0.76,0.88,-0.12,-13.6364,pre-market
2025-09-30,2025-11-06,-0.28,0.88,-1.16,-131.8182,pre-market
2025-12-31,2026-03-13,0.5,0.27,0.23,85.1852,pre-market
2026-03-31,2026-04-06,0,0.95,-0.95,-100,pre-market
