fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2015-12-31,USD,-2595000,None,None,None,None,None,208000,None,None,None,1177000,1123000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1434000
2016-03-31,USD,447424,None,None,None,None,None,1832688,None,None,None,-1832688,910516,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3834565
2016-06-30,USD,-1952136,None,None,None,None,None,407895,None,None,None,-407895,2115750,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-612799
2016-09-30,USD,-785288,None,None,None,None,61000,243417,None,None,None,-65208417,84685734,None,None,None,None,None,None,None,None,None,None,None,None,68000,None,None,-1532636
2016-12-31,USD,-1571370,None,None,None,None,190684,14239117,None,None,None,-10013515,-2184828,None,None,None,None,None,None,None,None,None,None,None,None,230843,None,None,-1535149
2017-03-31,USD,-6194204,None,None,None,None,156127,11447432,None,-651669,None,-15862256,30827592,None,None,None,None,3905224,3905224,None,None,None,None,None,None,2145333,None,None,-3093143
2017-06-30,USD,-125600,None,None,None,None,310889,24493560,None,-244725,None,-9484592,-1499840,None,None,None,None,1499840,1499840,None,None,None,None,None,None,None,None,None,-3487971
2017-09-30,USD,-12031931,None,None,None,None,867967,11545656,None,-1536868,None,18437273,None,None,None,None,None,None,None,None,None,None,None,None,None,320007,None,None,-6235544
2017-12-31,USD,3768403,None,None,None,None,1819089,21757807,None,-6105887,None,-7097716,None,None,None,None,None,None,None,None,None,None,None,None,None,354873,None,None,-2599891
2018-03-31,USD,3436361,None,None,None,None,2437500,12768964,None,-73632,None,-7569103,5522270,None,None,None,None,None,None,None,None,None,None,None,None,550805,None,None,5266277
