date,ticker,side,shares,price,gross_value,transaction_cost
2007-02-01,ITT,SELL,266.16784564003234,20.094959259033203,5348.632014201088,5.348632014201089
2007-02-01,MKSI,SELL,221.23893431876303,22.07999992370605,4884.955652879095,4.884955652879095
2007-02-01,MIDD,SELL,276.087895486776,19.13999938964844,5284.322151106216,5.284322151106216
2007-02-01,NUE,BUY,82.81583208277793,64.81999969482422,5368.122210332279,5.368122210332279
2007-02-01,CMI,BUY,204.11111658010276,26.299999237060547,5368.122210332279,5.368122210332279
2007-02-01,STLD,BUY,270.57067384306805,19.84000015258789,5368.122210332279,5.368122210332279
2007-02-01,MSM,BUY,207.42358517809424,25.8799991607666,5368.122210332279,5.368122210332279
2007-02-01,MNST,BUY,1652.1533880397599,3.249166965484619,5368.122210332279,5.368122210332279
2007-02-01,OXM,BUY,111.48747747073497,48.150001525878906,5368.122210332279,5.368122210332279
2007-02-01,GGG,BUY,384.99563458500046,13.94333267211914,5368.122210332279,5.368122210332279
2007-02-01,SMG,BUY,422.8532760438643,12.69499969482422,5368.122210332279,5.368122210332279
2007-02-01,RTX,BUY,124.37949539424847,43.15922164916992,5368.122210332279,5.368122210332279
2007-02-01,CRS,BUY,79.2516674847257,59.709999084472656,4732.116992955903,4.732116992955903
2007-03-01,NDSN,SELL,198.09825853173902,24.114999771118164,4777.139459151794,4.777139459151794
2007-03-01,CMI,SELL,204.11111658010276,25.899999618530277,5286.4778415624505,5.2864778415624505
2007-03-01,MNST,SELL,1652.1533880397599,2.890000104904175,4774.723464752694,4.774723464752694
2007-03-01,OXM,SELL,111.48747747073497,49.040000915527344,5467.345997234677,5.467345997234677
2007-03-01,GGG,SELL,384.99563458500046,13.506667137145996,5200.007885593895,5.2000078855938945
2007-03-01,RTX,SELL,124.37949539424847,40.98175048828125,5097.2894461054175,5.0972894461054175
2007-03-01,CRS,SELL,79.2516674847257,58.165000915527344,4609.673311806139,4.609673311806139
2007-03-01,RL,BUY,166.059580417528,32.65999984741211,5423.505871097784,5.423505871097784
2007-03-01,CVX,BUY,80.22937860233876,67.5999984741211,5423.505871097784,5.423505871097784
2007-03-01,ITT,BUY,280.205017391475,19.355491638183597,5423.505871097784,5.423505871097784
2007-03-01,VFC,BUY,289.1810452602552,18.75470733642578,5423.505871097784,5.423505871097784
2007-03-01,DD,BUY,212.7699458531565,25.489999771118164,5423.505871097784,5.423505871097784
2007-03-01,ATI,BUY,260.87088178274934,20.790000915527344,5423.505871097784,5.423505871097784
2007-03-01,TNC,BUY,178.99359761251026,30.299999237060547,5423.505871097784,5.423505871097784
2007-04-02,RL,SELL,166.059580417528,30.32999992370605,5036.587061394283,5.036587061394283
2007-04-02,ATI,SELL,260.87088178274934,21.926666259765625,5720.028761741117,5.7200287617411165
2007-04-02,TNC,SELL,178.99359761251026,31.940000534057617,5717.055603336472,5.717055603336472
2007-04-02,OXY,BUY,119.94294976008717,47.50068664550781,5697.372471891787,5.6973724718917875
2007-04-02,LII,BUY,158.30431248077952,35.9900016784668,5697.372471891787,5.6973724718917875
2007-04-02,MNST,BUY,1733.4802350670698,3.2866671085357666,5697.372471891787,5.6973724718917875
2007-05-01,TRMB,SELL,387.8223796461896,14.600000381469728,5662.206890776865,5.662206890776865
2007-05-01,MSM,SELL,207.42358517809424,20.1200008392334,4173.362707860057,4.173362707860057
2007-05-01,SMG,SELL,422.8532760438643,14.404999732971191,6091.201328497858,6.091201328497858
2007-05-01,DD,SELL,212.7699458531565,28.63999938964844,6093.731119369934,6.093731119369934
2007-05-01,OXY,SELL,119.94294976008717,48.63119888305664,5832.96944440327,5.83296944440327
2007-05-01,MLI,BUY,308.32858272210257,19.149999618530277,5904.492241510246,5.904492241510246
2007-05-01,RTX,BUY,138.52411798332028,42.624290466308594,5904.492241510246,5.904492241510246
2007-05-01,MKSI,BUY,216.20257623489118,27.309999465942383,5904.492241510246,5.904492241510246
2007-05-01,KR,BUY,401.12038956518654,14.720000267028809,5904.492241510246,5.904492241510246
2007-05-01,PEP,BUY,70.59285616544535,66.4000015258789,4687.365757101722,4.687365757101722
2007-06-01,IFF,SELL,275.9381770653127,27.229999542236328,7513.796435173991,7.513796435173991
2007-06-01,HRL,SELL,524.2463748378378,9.420000076293944,4938.400890969256,4.938400890969255
2007-06-01,VFC,SELL,289.1810452602552,22.158662796020508,6407.865268922739,6.407865268922739
2007-06-01,MNST,SELL,1733.4802350670698,3.359999895095825,5824.4934079760405,5.824493407976041
2007-06-01,MLI,SELL,308.32858272210257,24.600000381469727,7584.883252581743,7.584883252581744
2007-06-01,KR,SELL,401.12038956518654,15.704999923706056,6299.595687518198,6.299595687518198
2007-06-01,PEP,SELL,70.59285616544535,68.69999694824219,4849.729003133795,4.849729003133795
2007-06-01,ATI,BUY,284.61237693024515,22.26333236694336,6336.419943343811,6.33641994334381
2007-06-01,GIC,BUY,293.76078038908145,21.56999969482422,6336.419943343811,6.33641994334381
2007-06-01,DINO,BUY,178.0143201584822,35.595001220703125,6336.419943343811,6.33641994334381
2007-06-01,MSM,BUY,277.9131647094179,22.799999237060547,6336.419943343811,6.33641994334381
2007-06-01,RS,BUY,101.545188916637,62.400001525878906,6336.419943343811,6.33641994334381
2007-06-01,OXY,BUY,117.41155313199856,53.96760177612305,6336.419943343811,6.33641994334381
2007-06-01,DD,BUY,226.40798469284013,24.59000015258789,5567.372378144056,5.567372378144056
2007-07-02,CMC,SELL,195.08389245887312,34.290000915527344,6689.426851019397,6.689426851019397
2007-07-02,NUE,SELL,82.81583208277793,59.68000030517578,4942.448883973573,4.942448883973573
2007-07-02,RTX,SELL,138.52411798332028,45.60100555419922,6316.839073547936,6.3168390735479365
2007-07-02,MSM,SELL,277.9131647094179,20.729999542236328,5761.1397772076825,5.761139777207682
2007-07-02,PEP,BUY,96.37620189315953,65.30000305175781,6293.366277740144,6.2933662777401445
2007-07-02,HLIO,BUY,278.1939823266207,22.622222900390625,6293.366277740144,6.2933662777401445
2007-07-02,COP,BUY,103.18186980633246,60.99294662475586,6293.366277740144,6.2933662777401445
2007-07-02,KR,BUY,345.8676684727481,14.380000114440918,4973.577112219531,4.973577112219531
2007-08-01,SEB,SELL,2.840909090909091,1990.0,5653.409090909091,5.653409090909091
2007-08-01,MKSI,SELL,216.20257623489118,22.399999618530277,4842.937625186825,4.842937625186825
2007-08-01,PEP,SELL,96.37620189315953,66.43000030517578,6402.271121174271,6.402271121174271
2007-08-01,HLIO,SELL,278.1939823266207,19.65999984741211,5469.29365009233,5.46929365009233
2007-08-01,ENTG,BUY,1009.6055811248528,5.900000095367432,5956.673024920123,5.956673024920123
2007-08-01,NX,BUY,137.1241531591043,43.43999862670898,5956.673024920123,5.956673024920123
2007-08-01,IFF,BUY,227.61455894361904,26.170000076293945,5956.673024920123,5.956673024920123
2007-08-01,RTX,BUY,95.47662425914754,46.97923278808594,4485.418556891105,4.485418556891105
2007-09-04,MDU,SELL,514.0510335035012,10.411102294921877,5351.837894615264,5.351837894615264
2007-09-04,GWW,SELL,98.95112053809503,54.7400016784668,5416.584504341492,5.416584504341492
2007-09-04,ATI,SELL,284.61237693024515,20.60333251953125,5863.9634410680055,5.863963441068005
2007-09-04,GIC,SELL,293.76078038908145,18.5,5434.574437198007,5.434574437198007
2007-09-04,KR,SELL,345.8676684727481,13.210000038146973,4568.911913718807,4.568911913718807
2007-09-04,NX,SELL,137.1241531591043,43.34000015258789,5942.960818839066,5.942960818839066
2007-09-04,IFF,SELL,227.61455894361904,23.15999984741211,5271.553150402991,5.271553150402991
2007-09-04,HAL,BUY,170.74059546863313,34.9900016784668,5974.213722029894,5.974213722029893
2007-09-04,PEP,BUY,87.07496966744716,68.61000061035156,5974.213722029894,5.974213722029893
2007-09-04,ROK,BUY,83.97826501667359,71.13999938964844,5974.213722029894,5.974213722029893
2007-09-04,WAT,BUY,95.57213057822015,62.5099983215332,5974.213722029894,5.974213722029893
2007-09-04,FLO,BUY,652.206749077374,9.15999984741211,5974.213722029894,5.974213722029893
2007-09-04,MIDD,BUY,249.61896702847125,23.933332443237305,5974.213722029894,5.974213722029893
2007-09-04,ATR,BUY,60.44050357082964,36.040000915527344,2178.275804027634,2.178275804027634
2007-10-01,DINO,SELL,178.0143201584822,30.540000915527344,5436.557500617024,5.436557500617024
2007-10-01,ENTG,SELL,1009.6055811248528,5.78000020980835,5835.520470725331,5.8355204707253305
2007-10-01,PEP,SELL,87.07496966744716,74.01000213623047,6444.418691099968,6.444418691099968
2007-10-01,ROK,SELL,83.97826501667359,71.0,5962.456816183825,5.962456816183825
2007-10-01,WAT,SELL,95.57213057822015,67.43000030517578,6444.428794055684,6.444428794055685
2007-10-01,FLO,SELL,652.206749077374,9.826666831970217,6409.018428745752,6.409018428745752
2007-10-01,ATR,SELL,60.44050357082964,38.33000183105469,2316.6846125397674,2.3166846125397673
2007-10-01,MDU,BUY,588.7843725334742,10.6582612991333,6275.417691308012,6.275417691308012
2007-10-01,RL,BUY,188.56424042935606,33.279998779296875,6275.417691308012,6.275417691308012
2007-10-01,GIC,BUY,296.8504197015671,21.13999938964844,6275.417691308012,6.275417691308012
2007-10-01,ATI,BUY,250.9832552180198,25.003332138061523,6275.417691308012,6.275417691308012
2007-10-01,CALM,BUY,507.30943810549473,12.369999885559082,6275.417691308012,6.275417691308012
2007-10-01,IFF,BUY,241.0840386388298,26.030000686645508,6275.417691308012,6.275417691308012
2007-10-01,HLIO,BUY,57.77414127980589,22.559999465942383,1303.3845964177005,1.3033845964177007
2007-11-01,ITT,SELL,280.205017391475,21.311931610107425,5971.710167456077,5.971710167456077
2007-11-01,RTX,SELL,95.47662425914754,47.023284912109375,4489.624504984308,4.489624504984309
2007-11-01,MIDD,SELL,249.61896702847125,20.549999237060547,5129.6695819909255,5.1296695819909255
2007-11-01,MDU,SELL,588.7843725334742,10.563199996948242,6219.447082148768,6.2194470821487675
2007-11-01,IFF,SELL,241.0840386388298,22.18000030517578,5347.244050582255,5.347244050582256
2007-11-01,CF,BUY,434.8973126033549,14.34000015258789,6236.427529092173,6.236427529092174
2007-11-01,PEP,BUY,86.15040173607136,72.38999938964844,6236.427529092173,6.236427529092174
2007-11-01,KR,BUY,442.29981279206976,14.100000381469728,6236.427529092173,6.236427529092174
2007-11-01,LECO,BUY,172.53914649633475,36.14500045776367,6236.427529092173,6.236427529092174
2007-11-01,TDY,BUY,44.00123361741276,49.77000045776367,2189.941417280799,2.1899414172807994
2007-12-03,LII,SELL,158.30431248077952,32.880001068115234,5205.045963455278,5.205045963455278
2007-12-03,RS,SELL,101.545188916637,51.2400016784668,5203.175650528708,5.203175650528708
2007-12-03,RL,SELL,188.56424042935606,29.31999969482422,5528.703471843481,5.528703471843481
2007-12-03,GIC,SELL,296.8504197015671,19.649999618530277,5833.110633896346,5.8331106338963465
2007-12-03,HLIO,SELL,57.77414127980589,19.100000381469727,1103.4861204833783,1.1034861204833784
2007-12-03,CF,SELL,434.8973126033549,11.670000076293944,5075.251671261183,5.075251671261183
2007-12-03,LECO,SELL,172.53914649633475,33.84000015258789,5838.724743763352,5.838724743763352
2007-12-03,FLO,BUY,585.6773012253452,10.297778129577637,6031.174903548414,6.031174903548414
2007-12-03,WWD,BUY,176.14411822127218,34.2400016784668,6031.174903548414,6.031174903548414
2007-12-03,BCO,BUY,96.88634383210302,62.25,6031.174903548414,6.031174903548414
2007-12-03,ROK,BUY,90.34114305810232,66.76000213623047,6031.174903548414,6.031174903548414
2007-12-03,BMI,BUY,316.43101115114405,19.059999465942383,6031.174903548414,6.031174903548414
2007-12-03,BOOM,BUY,58.469024033854346,63.9900016784668,3741.432946064655,3.741432946064655
2008-01-02,STLD,SELL,270.57067384306805,28.98500061035156,7842.49114648456,7.84249114648456
2008-01-02,KR,SELL,442.29981279206976,12.835000038146973,5676.918114058614,5.676918114058615
2008-01-02,BCO,SELL,96.88634383210302,57.58000183105469,5578.715855256686,5.578715855256687
2008-01-02,ROK,SELL,90.34114305810232,66.68000030517578,6023.947446684191,6.023947446684192
2008-01-02,LII,BUY,153.329902335811,40.54999923706055,6217.527422735704,6.217527422735704
2008-01-02,GIS,BUY,610.0932135941999,10.191110610961914,6217.527422735704,6.217527422735704
2008-01-02,ATR,BUY,155.59378291256422,39.959999084472656,6217.527422735704,6.217527422735704
2008-01-02,CMCO,BUY,199.34361385940136,31.190000534057617,6217.527422735704,6.217527422735704
2008-01-02,WAT,BUY,5.004721809111783,76.75,384.11239884932934,0.38411239884932935
2008-02-01,MTW,SELL,196.08526609338494,35.48135757446289,6957.371441343095,6.957371441343096
2008-02-01,CVX,SELL,80.22937860233876,82.48999786376953,6618.121269518481,6.618121269518482
2008-02-01,COP,SELL,103.18186980633246,61.25975799560547,6320.896373869998,6.3208963738699975
2008-02-01,HAL,SELL,170.74059546863313,33.72999954223633,5759.080206998154,5.759080206998154
2008-02-01,PEP,SELL,86.15040173607136,68.83000183105469,5929.732309239888,5.929732309239888
2008-02-01,ATR,SELL,155.59378291256422,38.060001373291016,5921.899591327739,5.921899591327739
2008-02-01,CMCO,SELL,199.34361385940136,27.799999237060547,5541.75231320425,5.54175231320425
2008-02-01,WAT,SELL,5.004721809111783,60.619998931884766,303.3862307227367,0.3033862307227367
2008-02-01,UNP,BUY,184.19809861374637,31.99250030517578,5892.957726113079,5.892957726113079
2008-02-01,RTX,BUY,126.3344607415972,46.64568710327149,5892.957726113079,5.892957726113079
2008-02-01,HON,BUY,108.9228089014853,54.10214614868164,5892.957726113079,5.892957726113079
2008-02-01,GD,BUY,69.05270657360725,85.33999633789062,5892.957726113079,5.892957726113079
2008-02-01,LMT,BUY,54.50386215698992,108.12000274658205,5892.957726113079,5.892957726113079
2008-02-01,HRL,BUY,604.8711872230991,9.74250030517578,5892.957726113079,5.892957726113079
2008-02-01,NOC,BUY,81.04331968349251,72.71367645263672,5892.957726113079,5.892957726113079
2008-02-01,BDC,BUY,146.9286580053796,14.65999984741211,2153.9741039393307,2.1539741039393308
2008-03-03,DD,SELL,226.40798469284013,27.34000015258789,6189.994336049366,6.1899943360493666
2008-03-03,TDY,SELL,44.00123361741276,45.0099983215332,1980.4954512651386,1.9804954512651387
2008-03-03,WWD,SELL,176.14411822127218,28.56999969482422,5032.437403826827,5.032437403826827
2008-03-03,BOOM,SELL,58.469024033854346,56.02000045776367,3275.4347531415156,3.2754347531415156
2008-03-03,RTX,SELL,126.3344607415972,43.67526626586914,5517.691211444249,5.51769121144425
2008-03-03,HON,SELL,108.9228089014853,52.61054229736328,5730.48804485921,5.730488044859211
2008-03-03,GD,SELL,69.05270657360725,81.75,5645.058762392393,5.645058762392393
2008-03-03,LMT,SELL,54.50386215698992,104.0,5668.4016643269515,5.668401664326952
2008-03-03,NOC,SELL,81.04331968349251,74.60199737548828,6045.993522328767,6.045993522328767
2008-03-03,RS,BUY,103.4461210119064,56.040000915527344,5797.120716214987,5.7971207162149865
2008-03-03,MTW,BUY,153.2516618980379,37.82745742797852,5797.120716214987,5.7971207162149865
2008-03-03,COP,BUY,91.13867314555787,63.60769271850586,5797.120716214987,5.7971207162149865
2008-03-03,XOM,BUY,66.06405374603973,87.75,5797.120716214987,5.7971207162149865
2008-03-03,MSM,BUY,237.78182591343054,24.3799991607666,5797.120716214987,5.7971207162149865
2008-03-03,CMI,BUY,226.2732445869993,25.6200008392334,5797.120716214987,5.7971207162149865
2008-03-03,NEU,BUY,81.46599800277673,71.16000366210938,5797.120716214987,5.7971207162149865
2008-03-03,HAL,BUY,120.86733947231487,38.560001373291016,4660.644776038493,4.660644776038493
2008-04-01,BMI,SELL,316.43101115114405,23.100000381469727,7309.556478300279,7.309556478300279
2008-04-01,UNP,SELL,184.19809861374637,31.987499237060547,5892.036538875215,5.892036538875216
2008-04-01,BDC,SELL,146.9286580053796,15.260000228881836,2242.1313547913937,2.2421313547913937
2008-04-01,COP,SELL,91.13867314555787,59.24724197387695,5399.715021032949,5.399715021032949
2008-04-01,XOM,SELL,66.06405374603973,87.0199966430664,5748.893735207736,5.748893735207736
2008-04-01,CMI,SELL,226.2732445869993,25.13999938964844,5688.509230810935,5.6885092308109355
2008-04-01,PTEN,BUY,223.30763746320827,26.57999992370605,5935.516986735054,5.935516986735054
2008-04-01,MTRN,BUY,233.68177464084945,25.399999618530277,5935.516986735054,5.935516986735054
2008-04-01,FIX,BUY,433.56589982955046,13.6899995803833,5935.516986735054,5.935516986735054
2008-04-01,HLIO,BUY,294.32313780911556,20.166667938232425,5935.516986735054,5.935516986735054
2008-04-01,NUE,BUY,85.6248847787896,69.31999969482422,5935.516986735054,5.935516986735054
2008-04-01,ATR,BUY,66.18440337480402,40.650001525878906,2690.3960981751684,2.6903960981751682
2008-05-01,LII,SELL,153.329902335811,33.59000015258789,5150.3514428561775,5.150351442856178
2008-05-01,HRL,SELL,604.8711872230991,10.03499984741211,6069.8822714877815,6.069882271487781
2008-05-01,MTW,SELL,153.2516618980379,35.073734283447266,5375.108067908481,5.375108067908481
2008-05-01,HAL,SELL,120.86733947231487,44.91999816894531,5429.360667781675,5.429360667781675
2008-05-01,PTEN,SELL,223.30763746320827,27.940000534057617,6239.2155099811835,6.239215509981183
2008-05-01,MTRN,SELL,233.68177464084945,24.309999465942383,5680.803816719518,5.680803816719519
2008-05-01,ATR,SELL,66.18440337480402,44.47999954223633,2943.882231814467,2.943882231814467
2008-05-01,CVX,BUY,63.123574546811795,94.94000244140624,5992.9523215846,5.992952321584601
2008-05-01,COP,BUY,90.73754895152584,66.04710388183594,5992.9523215846,5.992952321584601
2008-05-01,APA,BUY,47.40884540754863,126.41000366210938,5992.9523215846,5.992952321584601
2008-05-01,ODFL,BUY,1260.592956632746,4.754074096679688,5992.9523215846,5.992952321584601
2008-05-01,XOM,BUY,66.81106494398874,89.69999694824219,5992.9523215846,5.992952321584601
2008-05-01,CMI,BUY,234.64965179155942,25.540000915527344,5992.9523215846,5.992952321584601
2008-05-01,CMP,BUY,49.447095985252105,25.540000915527344,1262.8788767335072,1.2628788767335073
2008-06-02,RS,SELL,103.4461210119064,68.94000244140625,7131.575835114833,7.131575835114833
2008-06-02,FIX,SELL,433.56589982955046,13.029999732971191,5649.363559004457,5.649363559004457
2008-06-02,HLIO,SELL,294.32313780911556,27.36000061035156,8052.681230097988,8.052681230097988
2008-06-02,XOM,SELL,66.81106494398874,87.80999755859375,5866.679449618699,5.866679449618699
2008-06-02,ARCB,BUY,183.24919906484016,35.11000061035156,6433.879491012973,6.433879491012973
2008-06-02,ATR,BUY,145.23430252410728,44.29999923706055,6433.879491012973,6.433879491012973
2008-06-02,BDC,BUY,395.36336230622715,16.273332595825195,6433.879491012973,6.433879491012973
2008-06-02,GGG,BUY,483.0239968783932,13.31999969482422,6433.879491012973,6.433879491012973
2008-06-02,WTI,BUY,21.590545686966994,57.45000076293945,1240.3768661885329,1.2403768661885328
2008-07-01,CMI,SELL,234.64965179155942,25.25,5924.903707736876,5.924903707736876
2008-07-01,CMP,SELL,49.447095985252105,25.25,1248.5391736276156,1.2485391736276157
2008-07-01,ARCB,SELL,183.24919906484016,36.83000183105469,6749.0683370973675,6.749068337097367
2008-07-01,GGG,SELL,483.0239968783932,12.5600004196167,6066.781603477553,6.066781603477553
2008-07-01,GIC,BUY,439.98516305824546,17.5,7699.740353519295,7.699740353519295
2008-07-01,RL,BUY,229.50046284990322,33.54999923706055,7699.740353519295,7.699740353519295
2008-07-01,EGY,BUY,899.502333653399,8.5600004196167,7699.740353519295,7.699740353519295
2008-07-01,RS,BUY,98.57560227056103,78.11000061035156,7699.740353519295,7.699740353519295
2008-08-01,SSP,SELL,322.68811569030714,30.61949157714844,9880.54604042526,9.88054604042526
2008-08-01,ATI,SELL,250.9832552180198,24.38333320617676,6119.808341151879,6.119808341151879
2008-08-01,NEU,SELL,81.46599800277673,55.29999923706055,4505.069627399929,4.505069627399929
2008-08-01,NUE,SELL,85.6248847787896,53.77999877929688,4604.906198880742,4.604906198880742
2008-08-01,CVX,SELL,63.123574546811795,84.30999755859375,5321.948415931413,5.321948415931414
2008-08-01,COP,SELL,90.73754895152584,61.86198806762695,5613.205170525008,5.613205170525008
2008-08-01,APA,SELL,47.40884540754863,113.73999786376952,5392.281975378361,5.392281975378361
2008-08-01,ATR,SELL,145.23430252410728,38.709999084472656,5622.019717742218,5.6220197177422175
2008-08-01,GIC,SELL,439.98516305824546,16.709999084472656,7352.151671884834,7.352151671884834
2008-08-01,EGY,SELL,899.502333653399,6.579999923706055,5918.725286812783,5.9187252868127835
2008-08-01,CMI,BUY,280.7421612607458,25.76000022888184,7231.918138333594,7.231918138333594
2008-08-01,FIX,BUY,515.0938858962155,14.039999961853027,7231.918138333594,7.231918138333594
2008-08-01,CMP,BUY,280.7421612607458,25.76000022888184,7231.918138333594,7.231918138333594
2008-08-01,GHM,BUY,141.84403357377397,50.98500061035156,7231.918138333594,7.231918138333594
2008-08-01,ARCB,BUY,202.12181065020457,35.779998779296875,7231.918138333594,7.231918138333594
2008-08-01,MOS,BUY,58.94464091960045,122.69000244140624,7231.918138333594,7.231918138333594
2008-08-01,LECO,BUY,181.02423029344345,39.95000076293945,7231.918138333594,7.231918138333594
2008-08-01,INGR,BUY,156.77255518930065,46.130001068115234,7231.918138333594,7.231918138333594
2008-08-01,KR,BUY,516.1968608269457,14.010000228881836,7231.918138333594,7.231918138333594
2008-08-01,HLIO,BUY,266.2709196967346,27.15999984741211,7231.918138333594,7.231918138333594
2008-09-02,OXY,SELL,117.41155313199856,72.17076873779297,8473.68204823456,8.47368204823456
2008-09-02,WTI,SELL,21.590545686966994,33.34000015258789,719.8287964979354,0.7198287964979354
2008-09-02,RS,SELL,98.57560227056103,52.56999969482422,5182.119381280507,5.182119381280507
2008-09-02,FIX,SELL,515.0938858962155,15.479999542236328,7973.653117882148,7.973653117882148
2008-09-02,GHM,SELL,141.84403357377397,42.65499877929688,6050.357078939875,6.050357078939875
2008-09-02,MOS,SELL,58.94464091960045,97.20999908447266,5730.00848982893,5.73000848982893
2008-09-02,KR,SELL,516.1968608269457,13.899999618530272,7175.136168581069,7.175136168581069
2008-09-02,WWD,BUY,148.24061109752384,45.880001068115234,6801.279395492449,6.8012793954924495
2008-09-02,WAB,BUY,232.28412691241792,29.280000686645508,6801.279395492449,6.8012793954924495
2008-09-02,UNP,BUY,165.96582409628047,40.97999954223633,6801.279395492449,6.8012793954924495
2008-09-02,GD,BUY,73.47968425762974,92.55999755859376,6801.279395492449,6.8012793954924495
2008-09-02,HAL,BUY,159.13147235366299,42.7400016784668,6801.279395492449,6.8012793954924495
2008-09-02,WAT,BUY,98.17089369702606,69.27999877929688,6801.279395492449,6.8012793954924495
2008-09-02,MKC,BUY,144.2869904376004,20.295000076293945,2928.304481939324,2.9283044819393242
2008-10-01,CALM,SELL,507.30943810549473,13.710000038146973,6955.212415778652,6.955212415778652
2008-10-01,MSM,SELL,237.78182591343054,18.940000534057617,4503.5879097895695,4.5035879097895695
2008-10-01,ODFL,SELL,1260.592956632746,4.18222188949585,5272.079456973763,5.272079456973763
2008-10-01,LECO,SELL,181.02423029344345,30.834999084472656,5581.881975365696,5.581881975365697
2008-10-01,INGR,SELL,156.77255518930065,31.76000022888184,4979.096388694579,4.979096388694579
2008-10-01,HLIO,SELL,266.2709196967346,16.51333236694336,4397.020196603864,4.397020196603864
2008-10-01,WWD,SELL,148.24061109752384,33.4900016784668,4964.578314473017,4.964578314473017
2008-10-01,UNP,SELL,165.96582409628047,34.720001220703125,5762.333615217858,5.762333615217858
2008-10-01,GD,SELL,73.47968425762974,72.0,5290.537266549341,5.290537266549341
2008-10-01,HAL,SELL,159.13147235366299,30.31999969482422,4824.86619319999,4.82486619319999
2008-10-01,WAT,SELL,98.17089369702606,57.65999984741211,5660.533715590833,5.660533715590833
2008-10-01,CPB,BUY,156.5581911275564,40.150001525878906,6285.811612660231,6.285811612660231
2008-10-01,SJM,BUY,122.17320737511119,51.45000076293945,6285.811612660231,6.285811612660231
2008-10-01,TDY,BUY,111.90692215716442,56.16999816894531,6285.811612660231,6.285811612660231
2008-10-01,CLH,BUY,188.70643510991832,33.310001373291016,6285.811612660231,6.285811612660231
2008-10-01,LMT,BUY,57.747466245070015,108.8499984741211,6285.811612660231,6.285811612660231
2008-10-01,BIO,BUY,63.326732595000344,99.26000213623048,6285.811612660231,6.285811612660231
2008-10-01,TG,BUY,370.8443262376675,16.950000762939453,6285.811612660231,6.285811612660231
2008-10-01,TR,BUY,319.6304145370657,19.66587448120117,6285.811612660231,6.285811612660231
2008-10-01,NSC,BUY,96.64531863743541,65.04000091552734,6285.811612660231,6.285811612660231
2008-10-01,BRKR,BUY,124.9789208319179,13.199999809265137,1649.721731143479,1.649721731143479
2008-11-03,RL,SELL,229.50046284990322,28.709999084472656,6588.958078306772,6.5889580783067725
2008-11-03,CMI,SELL,280.7421612607458,25.0,7018.5540315186445,7.0185540315186445
2008-11-03,CMP,SELL,280.7421612607458,25.0,7018.5540315186445,7.0185540315186445
2008-11-03,ARCB,SELL,202.12181065020457,29.030000686645508,5867.596301961472,5.867596301961472
2008-11-03,WAB,SELL,232.28412691241792,19.93000030517578,4629.422720251979,4.629422720251979
2008-11-03,MKC,SELL,144.2869904376004,16.674999237060547,2405.985455464749,2.4059854554647493
2008-11-03,SJM,SELL,122.17320737511119,45.18000030517578,5519.7855464918275,5.5197855464918275
2008-11-03,TDY,SELL,111.90692215716442,45.02999877929688,5039.168568131985,5.039168568131985
