fiscalDateEnding,reportedEPS
1996-12-31,0.57
1997-12-31,0.69
1998-12-31,0.86
1999-12-31,1.02
2000-12-31,1.21
2001-12-31,1.37
2002-12-31,1.72
2003-12-31,1.81
2004-12-31,1.95
2005-12-31,2.19
2006-12-31,2.51
2007-12-31,2.97
2008-12-31,3.18
2009-12-31,2.54
2010-12-31,2.71
2011-12-31,3.33
2012-12-31,3.61
2013-12-31,3.85
2014-12-31,4.25
2015-12-31,4.41
2016-12-31,4.79
2017-12-31,5.05
2018-12-31,5.75
2019-12-31,6.06
2020-12-31,5.23
2021-12-31,6.39
2022-12-31,6.93
2023-12-31,7.43
2024-12-31,8.06
2025-12-31,8.58
2026-03-31,0
