fiscalDateEnding,reportedEPS
1997-12-31,0.15
1998-12-31,0.8542
1999-12-31,0.9138
2000-12-31,0.7827
2001-12-31,-0.0656
2002-12-31,-0.2488
2003-12-31,-0.1426
2004-12-31,-0.08
2005-12-31,0.35
2006-12-31,1.43
2007-12-31,1.34
2008-12-31,0.75
2009-12-31,-0.45
2010-12-31,-0.21
2011-12-31,-0.03
2012-12-31,0.0772
2013-12-31,0.43
2014-12-31,0.76
2015-12-31,0.74
2016-12-31,1.02
2017-12-31,0.75
2018-12-31,1.45
2019-12-31,1.25
2020-12-31,-1.0342
2021-12-31,0.1
2022-12-31,0.88
2023-12-31,1.04
2024-12-31,0.99
2025-12-31,1.1
