fiscalDateEnding,reportedEPS
1996-12-31,2.59
1997-12-31,3.17
1998-12-31,3.27
1999-12-31,3.48
2000-12-31,4.55
2001-12-31,3.17
2002-12-31,3.27
2003-12-31,2.11
2004-12-31,3.03
2005-12-31,3.55
2006-12-31,4.61
2007-12-31,5.08
2008-12-31,5.24
2009-12-31,4.94
2010-12-31,7.29
2011-12-31,7.43
2012-12-31,7.8
2013-12-31,8.34
2014-12-31,9.74
2015-12-31,10.39
2016-12-31,11.76
2017-12-31,13.28
2018-12-31,18.49
2019-12-31,21.22
2020-12-31,23.64
2021-12-31,25.62
2022-12-31,25.55
2023-12-31,23.29
2024-12-31,28.34
2025-12-31,26.37
2026-03-31,6.14
