fiscalDateEnding,reportedEPS
1996-12-31,0.38
1997-12-31,0.39
1998-12-31,0.44
1999-12-31,0.5
2000-12-31,0.5264
2001-12-31,0.5583
2002-12-31,0.3429
2003-12-31,0.38
2004-12-31,0.37
2005-12-31,0.41
2006-12-31,0.72
2007-12-31,0.87
2008-12-31,1.05
2009-12-31,0.7
2010-12-31,0.94
2011-12-31,1.18
2012-12-31,1.15
2013-12-31,1.25
2014-12-31,1.38
2015-12-31,1.02
2016-12-31,0.96
2017-12-31,1.22
2018-12-31,1.72
2019-12-31,1.41
2020-12-31,1.1
2021-12-31,1.29
2022-12-31,0.92
2023-12-31,1.34
2024-12-31,1.75
2025-12-31,2.13
2026-03-31,0.68
