fiscalDateEnding,reportedEPS
1996-09-30,0.19
1997-09-30,0.28
1998-09-30,0.46
1999-09-30,0.69
2000-09-30,0.83
2001-09-30,1.1
2002-09-30,1.43
2003-09-30,2.04
2004-09-30,3.09
2005-09-30,4.62
2006-09-30,3.9
2007-09-30,-2.27
2008-09-30,-8.34
2009-09-30,-1.72
2010-09-30,0.73
2011-09-30,0.23
2012-09-30,0.75
2013-09-30,1.34
2014-09-30,1.51
2015-09-30,2
2016-09-30,2.36
2017-09-30,2.73
2018-09-30,4.08
2019-09-30,4.24
2020-09-30,6.33
2021-09-30,11.48
2022-09-30,16.54
2023-09-30,13.84
2024-09-30,14.36
2025-09-30,11.59
2026-03-31,4.27
