fiscalDateEnding,reportedEPS
1998-12-31,-47.6158
1999-12-31,-39.2354
2000-12-31,-28.6809
2003-12-31,-60.5917
2005-12-31,-8.1626
2006-12-31,4.264
2008-12-31,3.7614
2009-12-31,-3.7629
2011-12-31,11.3126
2015-12-31,-35.7965
2016-12-31,-8.2756
2017-12-31,-0.06
2018-12-31,0.04
2019-12-31,10.6461
2020-12-31,-5.97
2021-12-31,1.11
2022-12-31,5.19
2023-12-31,5.59
2024-12-31,6.3637
2025-12-31,4.84
2026-03-31,0
