fiscalDateEnding,reportedEPS
1997-12-31,0.22
1998-12-31,0.55
1999-12-31,0.66
2000-12-31,0.74
2001-12-31,0.8
2002-12-31,0.96
2003-12-31,1.04
2004-12-31,1.2
2005-12-31,1.33
2006-12-31,1.48
2007-12-31,1.68
2008-12-31,1.91
2009-12-31,2.18
2010-12-31,2.53
2011-12-31,2.87
2012-12-31,3.25
2013-12-31,2.97
2014-12-31,3.08
2015-12-31,3.17
2016-12-31,3.58
2017-12-31,2.97
2018-12-31,3.16
2019-12-31,3.55
2020-12-31,3.62
2021-12-31,4.47
2022-12-31,4.5
2023-12-31,5.17
2024-12-31,5.48
2025-12-31,6.05
2026-03-31,0
