fiscalDateEnding,reportedEPS
1997-10-31,-2100
1998-10-31,-5399.8992
1999-10-31,-1330.3754
2008-10-31,22.365
2009-10-31,-2.7053
2010-10-31,-0.6589
2011-10-31,0.1378
2012-10-31,0.8446
2013-10-31,0.8724
2014-10-31,0.2428
2015-10-31,0.1594
2017-10-31,0.727
2018-10-31,0.48
2019-10-31,0.49
2020-10-31,0.31
2021-10-31,0.44
2022-10-31,0.38
2023-10-31,0.28
2024-10-31,0.33
2025-10-31,0.36
2026-04-30,0.0824
