fiscalDateEnding,reportedEPS
1996-12-31,-0.01
1997-12-31,0.16
1998-12-31,0.24
1999-12-31,0.29
2000-12-31,0.56
2001-12-31,0.97
2002-12-31,1.62
2003-12-31,2.06
2004-12-31,2.42
2005-12-31,2.66
2006-12-31,3.16
2007-12-31,2.88
2008-12-31,3.26
2009-12-31,3.88
2010-12-31,4.05
2011-12-31,4.41
2012-12-31,4.43
2013-12-31,4
2014-12-31,4.1
2015-12-31,4.77
2016-12-31,5.14
2017-12-31,5.67
2018-12-31,6.31
2019-12-31,6.56
2020-12-31,11.15
2021-12-31,14.23
2022-12-31,9.92
2023-12-31,8.71
2024-12-31,8.92
2025-12-31,9.85
2026-03-31,2.5
